Gene_symbol	Gene_Ensembl_ID	Dataset	Disease	x_labels	mean	median	sd	MONDO	RMTL	EFO
MYCN	ENSG00000134323	PBTA	Embryonal tumor with multilayer rosettes	Embryonal tumor with multilayer rosettes, PBTA (N = 7)	37.86	22.03	51.13	MONDO_0016715	Relevant Molecular Target (RMTL version 1.0)	EFO_0005784
MYCN	ENSG00000134323	PBTA	Ependymoma	Ependymoma, PBTA (N = 93)	5.06	2.35	13.92	MONDO_0016698	Relevant Molecular Target (RMTL version 1.0)	EFO_1000028
MYCN	ENSG00000134323	PBTA	Ewing sarcoma	Ewing sarcoma, PBTA (N = 10)	3.6	3.4	3.13	MONDO_0012817	Relevant Molecular Target (RMTL version 1.0)	EFO_0000174
MYCN	ENSG00000134323	PBTA	Glial-neuronal tumor NOS	Glial-neuronal tumor NOS, PBTA (N = 7)	4.78	3.42	3.45	MONDO_0016729	Relevant Molecular Target (RMTL version 1.0)	EFO_0003833
MYCN	ENSG00000134323	PBTA	High-grade glioma/astrocytoma	High-grade glioma/astrocytoma, PBTA (N = 111)	10.75	3.72	19.45	MONDO_0100342	Relevant Molecular Target (RMTL version 1.0)	EFO_0005543
MYCN	ENSG00000134323	PBTA	Low-grade glioma/astrocytoma	Low-grade glioma/astrocytoma, PBTA (N = 301)	2.3	1.95	2.15	MONDO_0016685	Relevant Molecular Target (RMTL version 1.0)	EFO_0005543
MYCN	ENSG00000134323	PBTA	Medulloblastoma	Medulloblastoma, PBTA (N = 122)	25.3	5.74	53.83	MONDO_0007959	Relevant Molecular Target (RMTL version 1.0)	EFO_0002939
MYCN	ENSG00000134323	PBTA	Meningioma	Meningioma, PBTA (N = 29)	0.14	0.1	0.16	MONDO_0016642	Relevant Molecular Target (RMTL version 1.0)	EFO_0003851
MYCN	ENSG00000134323	PBTA	Neurofibroma/Plexiform	Neurofibroma/Plexiform, PBTA (N = 21)	0.91	0.22	2.51	MONDO_0003304	Relevant Molecular Target (RMTL version 1.0)	EFO_0000658
MYCN	ENSG00000134323	PBTA	Pineoblastoma	Pineoblastoma, PBTA (N = 5)	10.77	14.31	6.76	MONDO_0016722	Relevant Molecular Target (RMTL version 1.0)	EFO_1000475
MYCN	ENSG00000134323	PBTA	Sarcoma	Sarcoma, PBTA (N = 6)	0.82	0.1	1.76	MONDO_0005089	Relevant Molecular Target (RMTL version 1.0)	EFO_0000691
MYCN	ENSG00000134323	PBTA	Schwannoma	Schwannoma, PBTA (N = 19)	0.89	0.37	0.99	MONDO_0002546	Relevant Molecular Target (RMTL version 1.0)	EFO_0000693
MYCN	ENSG00000134323	PBTA	Teratoma	Teratoma, PBTA (N = 8)	2.2	0.71	3.27	MONDO_0002601	Relevant Molecular Target (RMTL version 1.0)	EFO_0000514
MYCN	ENSG00000134323	TARGET	Acute Lymphoblastic Leukemia	Acute Lymphoblastic Leukemia, TARGET (N = 649)	3.32	0.34	17.88	MONDO_0004967	Relevant Molecular Target (RMTL version 1.0)	EFO_0000220
MYCN	ENSG00000134323	TARGET	Acute Myeloid Leukemia	Acute Myeloid Leukemia, TARGET (N = 217)	9.88	3.88	17.94	MONDO_0018874	Relevant Molecular Target (RMTL version 1.0)	EFO_0000222
MYCN	ENSG00000134323	TARGET	Clear cell sarcoma of the kidney	Clear cell sarcoma of the kidney, TARGET (N = 13)	2.66	2.36	0.65	MONDO_0005006	Relevant Molecular Target (RMTL version 1.0)	EFO_0000350
MYCN	ENSG00000134323	TARGET	Neuroblastoma	Neuroblastoma, TARGET (N = 157)	205.95	41.48	434.98	MONDO_0005072	Relevant Molecular Target (RMTL version 1.0)	EFO_0000621
MYCN	ENSG00000134323	TARGET	Osteosarcoma	Osteosarcoma, TARGET (N = 87)	0.79	0.42	1.5	MONDO_0009807	Relevant Molecular Target (RMTL version 1.0)	EFO_0000637
MYCN	ENSG00000134323	TARGET	Rhabdoid tumor	Rhabdoid tumor, TARGET (N = 64)	47.63	0.11	364.67	MONDO_0002728	Relevant Molecular Target (RMTL version 1.0)	EFO_0005701
MYCN	ENSG00000134323	TARGET	Wilms tumor	Wilms tumor, TARGET (N = 130)	72.52	65.32	42.51	MONDO_0006058	Relevant Molecular Target (RMTL version 1.0)	EFO_0003865
