sample_barcode	sample_id
TARGET-20-PAEAKL-09A-03R	42cb59f8-c6de-4ab2-82db-026f746614dd
TARGET-10-PAPHMH-09A-02R	42d641c2-3802-4c3d-8b7d-c5431fc012c2
TARGET-10-PAPNMY-09A-01R	4309de9c-a0de-4346-b1b5-6cc86d0574e1
TARGET-10-PAPGYC-09A-01R	432361f6-d773-4753-a05e-752bf78181f9
TARGET-20-PASGWH-04A-02R	43481fee-76bb-40f2-851d-0435cc3a9b09
TARGET-20-PARDMG-09A-03R	43a31d19-248f-43a2-a926-a9ce1f49f1d8
TARGET-20-PANLXM-09A-03R	442555b0-bade-43a5-85f9-1cb5c1e5abb0
TARGET-10-PAPBFN-09A-01R	44451103-7368-431b-ba55-27ae55b272fc
TARGET-20-PANKNB-09A-03R	4491dd31-a7cd-437c-b435-19e6d9aeaafe
TARGET-20-PASCRZ-04A-01R	4496f621-0204-4253-bdc3-bce82360887f
TARGET-30-PALWVJ-01A-01R	44a85f6b-16dc-4f73-8d58-138ab1261123
TARGET-30-PANUIF-01A-01R	453cb39a-38ae-4a41-b742-0fe1a889a852
TARGET-10-PASFXA-04A-01R	457534c5-5591-4aaf-bc99-932c28fc5018
TARGET-10-PARNSH-03A-01R	45e62643-3c46-431a-b62b-e977840a68c8
TARGET-30-PASRFS-01A-01R	46b66c33-f833-4bfe-8263-f6d4a34c67a2
TARGET-30-PAPEFE-01A-01R	46fc4cb0-58ad-4757-8bba-8d2fb0a44215
TARGET-10-PANSHK-04A-02R	478690b4-e3b2-497f-8ce0-74861398b060
TARGET-50-PAKYFC-01A-01R	47fb6d70-63c6-49f4-8784-b387490cc87a
TARGET-30-PASWVY-01A-01R	4824efb2-eef6-4db7-b57d-f5b4908ba70a
TARGET-50-PAKVET-01A-01R	4835308e-8192-4de2-a27e-194129754b62
TARGET-52-PARPFY-11A-01R	4890d900-5290-4e28-a0ea-231108c4a1ab
TARGET-10-PANSDA-04A-02R	48978d8c-9c2b-4248-82cb-2885e21347b0
TARGET-21-PASFHK-41A-01R	48a71ed6-4e19-496a-840e-ef86ab390955
TARGET-21-PATAIJ-42A-01R	49650a37-2105-4b4a-96cb-c1bc9cc3838f
TARGET-20-PANINI-09A-03R	497d2334-d430-4c1d-ab9b-a910aab89d18
TARGET-30-PALEVG-01A-01R	4a66482f-20bf-4db0-99ac-e6c792df7b05
TARGET-10-PANUHA-09A-01R	4a709232-b9df-4220-abc9-1d6d052afb64
TARGET-10-PARTKL-09A-02R	4ad8f93e-c8c1-45bd-a93e-acea3864af11
TARGET-30-PATDXG-01A-01R	4ae71b2b-fed4-421a-8c4d-117e7a7b4507
TARGET-10-PAPEFH-04A-01R	4b2368e6-d8ca-42c6-9d76-200abba1e089
TARGET-20-PANPLS-03A-04R	4b36c870-7504-4b15-83a7-525fb517a358
TARGET-20-PASPKE-09A-04R	4c4950f3-394d-49dd-a308-9658401da558
TARGET-30-PAPLSD-01A-01R	4c7e0ebe-b82d-4509-acfc-cb8904480ed9
TARGET-20-PASMHY-03A-03R	4d0936f8-4598-4f42-a024-bd09034b4ab8
TARGET-10-PASKHT-03A-02R	4d196fb6-3784-477d-8eca-b63cb1923bc0
TARGET-30-PASTCN-01A-01R	4f565bc3-d13e-43c9-ba87-006625c34396
TARGET-50-PALKRS-01A-01R	4f8c1a75-c440-47ed-b5e7-8bde947f31b7
TARGET-20-PARYGA-09A-03R	5127b57e-2f8a-46c3-b7e3-374f795398c8
TARGET-20-PANSBH-09A-05R	522dd2b0-f5b8-4ba9-92bc-ff64f7637b61
TARGET-20-PARUNX-09A-04R	5305bf19-a0e2-4605-a0f9-6bbe77189e4d
TARGET-10-PAPFXN-09A-01R	5398cdef-e4be-4ebb-89e6-277db338bcee
TARGET-20-PARASV-03A-03R	53fe8a19-1c22-4cf1-9879-a2ec218ef4c1
TARGET-10-PANWFB-09A-01R	54396018-9c88-45b7-8054-d7002dafdb07
TARGET-20-PASHBI-09A-01R	54860b3b-0de4-4edb-b07c-8f9f4eebdf81
TARGET-50-PAJPHA-01A-01R	5489e416-767d-4738-ae97-56a7922855d1
TARGET-10-PANZXZ-03A-02R	549b926a-41da-4425-bcc6-b234d65f8ad6
TARGET-10-PAPBCI-09A-01R	557a7ab5-124e-4139-8088-a1e745b3250a
TARGET-20-PATDNN-04A-02R	57098359-e4d5-43c7-951b-b02fbb963992
TARGET-10-PAPKNC-09A-01R	57165f94-8f6d-4698-a63c-44bed8f48719
TARGET-20-PATDHA-09A-01R	5745360c-2949-458b-bb85-2760e99148eb
TARGET-10-PAPECF-04A-01R	585e84e3-22fd-4358-815d-3c592eb0645c
TARGET-30-PAPTCR-01A-01R	58cde1ab-ca50-4d2b-9946-b784a644a420
TARGET-20-PASZLJ-09A-01R	58e16224-fa6b-486e-86a5-3b39e09fa1e7
TARGET-10-PARGVZ-04A-01R	5a05457e-9d56-4b0a-a996-d2fa7756056b
TARGET-30-PASNPG-02A-01R	5a1911da-3c35-4a30-89e2-b663da217eb0
TARGET-20-PASIBG-09A-01R	5a423aeb-ba39-4f8f-b938-a8af23067b0c
TARGET-10-PASDYK-03A-02R	5a4b678b-0df4-41a7-929c-555c4f3102f3
TARGET-10-PAPEJN-09A-01R	5a7186af-b1d1-4608-954f-c8e7d74d7ec8
TARGET-20-PATDNN-09A-03R	5a785366-7974-4b56-b3a4-27d4b181a7b2
TARGET-10-PANYGB-04A-01R	5a928f19-a4dc-4c09-b664-1ceb64adf160
TARGET-10-PANCVR-04A-02R	5af1a8ce-8fd9-48c0-b58d-65df430caa89
TARGET-10-PAPZNK-09A-01R	5b5f9e69-0eba-45dd-969f-a7435454ac63
TARGET-20-PASINN-04A-02R	5b6f7a29-bfdb-46a4-b838-83b9adc82c29
TARGET-50-PAKRZW-01A-01R	5bf85373-d950-4c39-8226-696debfd7080
TARGET-50-PAJMLZ-01A-01R	5d0852ae-83b2-4056-9bf7-80602f25dea1
TARGET-50-PALKCW-11A-01R	5d3468c7-c750-443f-b130-6c013539c0ae
TARGET-30-PANYGR-01A-01R	5d9dbac4-97f6-4830-9635-0798c9921326
TARGET-20-PARVAI-03A-02R	5db0d0ab-120e-4bfe-96bc-a096cd989f3e
TARGET-50-PAKMSV-01A-01R	5e1a10b0-466d-4c15-864e-b121c4db34ee
TARGET-20-PARBRA-09A-03R	5e8f4148-95ae-4301-9424-ea36eb884600
TARGET-10-PANRDC-03A-01R	5ebf7ad7-aa54-4752-ad5b-1b7baeb792ac
TARGET-10-PASYGM-03A-02R	5fea7eb4-c8ee-48bb-814d-f61ccc826fc4
TARGET-50-PAJLKC-01A-01R	6024a026-b006-4be3-a871-a43a12fb270b
TARGET-50-PAJMFY-01A-01R	607f969d-666b-4865-a5a4-92125de3ca33
TARGET-30-PANBJH-01A-01R	609dab11-8dc6-49b0-a766-aba3f203ab2f
TARGET-50-PALGVY-01A-01R	60cae92a-c8c9-4f44-978d-add1053b0e36
TARGET-21-PATISD-09A-01R	60f2db4d-1eba-4582-8bad-e037c948e476
TARGET-30-PALTEG-01A-01R	615384fa-ffa3-4992-90be-db7e17eea9ee
TARGET-30-PASYPX-01A-01R	61a60929-38aa-40ed-8789-7fcf711e8e49
TARGET-50-PAJMFU-01A-01R	62175517-439e-4ba3-a694-3e894d22aeeb
TARGET-10-PARDWE-03A-01R	62487249-b0b2-4c51-9888-a37791718b75
TARGET-10-PAPNFY-04A-02R	62ce8591-84f3-4d41-8242-97a87ef3c355
TARGET-10-PASSXJ-03A-01R	62d3d082-e7b6-4f7c-b75e-81efb2819853
TARGET-10-PAPDWT-04A-01R	63dcc9b2-d7cb-412a-bf9b-72538adc7a63
TARGET-10-PARBVI-04A-01R	6428d227-e412-45a3-96ae-f2a346b6b179
TARGET-30-PAPTDH-01A-01R	6440a29e-2f97-4503-b33e-66aa96e801fd
TARGET-20-PAKLPD-09A-02R	644e4549-9c10-495b-a995-c18e8f445cba
TARGET-30-PARZCJ-02A-01R	64a4083a-9476-4ecc-8832-ddb8303719e1
TARGET-10-PAPLDM-04A-01R	655c9da1-43ae-4ce6-92f6-caf4edbd2364
TARGET-30-PAPVXS-01A-01R	65b83d3c-efbb-4346-a8c3-1282c4a81825
TARGET-20-PANYNR-03A-03R	667979fd-5a83-470a-87e3-57d53741a077
TARGET-20-PARFAL-04A-01R	66e2004f-c973-4b49-a803-353acf12e1cf
TARGET-30-PASPBZ-01A-01R	670ff6eb-29de-4b46-879e-242deb88bbfb
TARGET-50-PAJNTJ-01A-01R	673b93e2-6755-4315-acf6-025469485150
TARGET-20-PANLIR-09A-02R	673cf909-1366-4cc4-88cb-7786a2c44e48
TARGET-10-PANRWG-09A-01R	67e29490-a08c-4567-9ca3-967041828998
TARGET-50-PAJMEN-01A-01R	680d1ebb-e09a-4cd0-a06b-0ae694ec857d
