Kids_First_Biospecimen_ID	chrom	loc.start	loc.end	num.mark	seg.mean	copy.num	tumor_ploidy	status
BS_00TRPEQX	chr17	41047425	45559713	NA	0.4590812178385567	4	3	gain
BS_00TRPEQX	chr17	45573466	45584925	NA	0.8910779999999999	4	3	gain
BS_00TRPEQX	chr17	45599824	46246170	NA	0.5006070341241906	4	3	gain
BS_00TRPEQX	chr17	46705720	47038060	NA	0.457606	4	3	gain
BS_00TRPEQX	chr17	47048375	59998725	NA	0.4733707702817127	4	3	gain
BS_00TRPEQX	chr17	60057828	64881364	NA	0.461172	4	3	gain
BS_00TRPEQX	chr17	64922621	83206575	NA	0.465148322149716	4	3	gain
BS_00TRPEQX	chr2	119667375	130470340	NA	0.504623	4	3	gain
BS_00TRPEQX	chr2	130658285	225234194	NA	0.504997	4	3	gain
BS_00TRPEQX	chr2	225286911	225368276	NA	0.48260299999999995	4	3	gain
BS_00TRPEQX	chr2	225528717	225569972	NA	0.502537	4	3	gain
BS_00TRPEQX	chr2	225704055	225783128	NA	0.502134	4	3	gain
BS_00TRPEQX	chr2	226036395	226039832	NA	0.438206	4	3	gain
BS_00TRPEQX	chr2	228222962	228234375	NA	3.72206	40	3	gain
BS_00TRPEQX	chr3	16829784	17778667	NA	-0.304659	2	3	loss
BS_00TRPEQX	chr4	6118875	6326775	NA	3.90109752680423	45	3	gain
BS_00TRPEQX	chr4	74686050	74696850	NA	3.82487	45	3	gain
BS_00TRPEQX	chr5	26532225	26642925	NA	1.690309881297229	45	3	gain
BS_00TRPEQX	chr5	26682075	26703675	NA	0.558484	4	3	gain
BS_00TRPEQX	chr5	92816702	92878585	NA	0.6447590359636094	5	3	gain
BS_00TRPEQX	chr6	83804987	83909271	NA	-0.767187	2	3	loss
BS_00TRPEQX	chr6	84042225	84126600	NA	-0.715794	2	3	loss
BS_00TRPEQX	chr6	84456675	84902175	NA	-0.738741857270415	2	3	loss
BS_00TRPEQX	chr6	84955561	170613675	NA	-0.758078	2	3	loss
BS_00TRPEQX	chr7	72284494	72345150	NA	0.491757	4	3	gain
BS_00TRPEQX	chr7	72449518	72539550	NA	0.44357	4	3	gain
BS_00TRPEQX	chr7	93084525	94917150	NA	-0.283643	2	3	loss
BS_00TRPEQX	chr8	55907550	55935225	NA	0.535741	4	3	gain
BS_00TRPEQX	chr8	56158896	56184975	NA	3.92183	45	3	gain
BS_00TRPEQX	chr8	56472525	56618325	NA	0.514058	4	3	gain
BS_01Y5F4PN	chr21	24836146	25966278	NA	-0.256076	1	2	loss
BS_01Y5F4PN	chr21	37123577	40339259	NA	-0.257169	1	2	loss
BS_02W5H7K5	chr9	20287160	24272591	NA	-0.4113909882253579	3	4	loss
BS_02W5H7K5	chr9	33518050	34702100	NA	-0.33511	3	4	loss
BS_02YBZSBY	chr10	46920	10306760	NA	-0.601192	1	2	loss
BS_02YBZSBY	chr10	10307295	13865642	NA	0.41666	3	2	gain
BS_02YBZSBY	chr12	11086414	11095016	NA	-0.42245400000000005	1	2	loss
BS_02YBZSBY	chr19	520297	835958	NA	0.7695867793679767	4	2	gain
BS_02YBZSBY	chr22	49404414	50799074	NA	-0.574554	1	2	loss
BS_02YBZSBY	chr3	12512	12875630	NA	0.4128557510482486	3	2	gain
BS_02YBZSBY	chr4	142346664	142364109	NA	-0.583405	1	2	loss
BS_02YBZSBY	chr9	117306256	120559376	NA	0.3750351345019033	3	2	gain
BS_02ZSVZCB	chr1	203180445	203186880	NA	0.604647	4	2	gain
BS_02ZSVZCB	chr11	2129400	2132910	NA	0.662703	3	2	gain
BS_02ZSVZCB	chr17	50184810	50200605	NA	0.264662	3	2	gain
BS_03SSN1N2	chr17	21969015	21992046	NA	0.3025	5	3	gain
BS_03SSN1N2	chr2	89826018	89841372	NA	0.46979799999999994	5	3	gain
BS_03SSN1N2	chr7	142748826	142797318	NA	0.20803500000000003	4	3	gain
BS_042DVDQM	chr7	138866028	140792672	NA	0.45862700000000006	3	2	gain
BS_04B8X54S	chr14	83468554	105166818	NA	0.35170578701921623	3	2	gain
BS_04B8X54S	chr4	180927346	181016837	NA	-0.446864	1	2	loss
BS_04B8X54S	chr7	38257571	38326089	NA	0.27781	3	2	gain
BS_04B8X54S	chr7	138853247	140793289	NA	0.484894	3	2	gain
BS_04B8X54S	chr7	142744636	142797160	NA	0.292078	3	2	gain
BS_05S9WJW6	chr19	511497	19784238	NA	0.562474	4	2	gain
BS_05S9WJW6	chr19	32314326	58228056	NA	0.561624	4	2	gain
BS_05S9WJW6	chr2	89828616	89841324	NA	0.401692	4	2	gain
BS_05S9WJW6	chr4	151063069	152697858	NA	-0.8576719999999999	1	2	loss
BS_05S9WJW6	chr5	404538	45962718	NA	0.558072	3	2	gain
BS_05S9WJW6	chr5	51681318	69536190	NA	0.5563301666300612	3	2	gain
BS_05S9WJW6	chr5	71439081	181295505	NA	0.570365	3	2	gain
BS_05S9WJW6	chr6	567624	29832030	NA	0.554533	3	2	gain
BS_05S9WJW6	chr6	33502605	58045908	NA	0.5502999649006762	3	2	gain
BS_05S9WJW6	chr6	62957550	170443932	NA	0.537117	3	2	gain
BS_05S9WJW6	chr7	577155	57529116	NA	0.568052	3	2	gain
BS_05S9WJW6	chr7	62408253	63558220	NA	0.559693271213236	3	2	gain
BS_05S9WJW6	chr7	63581475	73113200	NA	0.56633	3	2	gain
BS_05S9WJW6	chr7	77042965	100729728	NA	0.5674794965170203	3	2	gain
BS_05S9WJW6	chr7	100742872	102346320	NA	0.5726768752062745	4	2	gain
BS_05S9WJW6	chr7	102358453	102476253	NA	0.580577	4	2	gain
BS_05S9WJW6	chr7	102693348	109796393	NA	0.582103	3	2	gain
BS_05S9WJW6	chr7	109813581	158963313	NA	0.571035	3	2	gain
BS_05S9WJW6	chr8	770952	6974574	NA	0.541286	3	2	gain
BS_05S9WJW6	chr8	8230195	12038231	NA	0.5871251033471204	4	2	gain
BS_05S9WJW6	chr8	12598772	43236852	NA	0.562499	3	2	gain
BS_05S9WJW6	chr8	46448799	114621503	NA	0.56734	3	2	gain
BS_05S9WJW6	chr8	114633636	144848961	NA	0.5736544082082392	3	2	gain
BS_060QB7XB	chr1	26669552	118003521	NA	-0.3447829982380989	3	4	loss
BS_060QB7XB	chr20	67152	25677015	NA	0.270403	5	4	gain
BS_060QB7XB	chr20	30456078	63601082	NA	0.27108302042911264	5	4	gain
BS_060QB7XB	chr21	14013818	34373883	NA	0.267288	5	4	gain
BS_060QB7XB	chr21	34495466	43047967	NA	0.27404	5	4	gain
BS_060QB7XB	chr21	43187431	43376887	NA	0.299697	6	4	gain
BS_060QB7XB	chr21	43572364	44051371	NA	0.286562	5	4	gain
BS_060QB7XB	chr21	44277324	46137000	NA	0.29507100000000003	6	4	gain
BS_060QB7XB	chr5	848002	46497828	NA	0.268682	5	4	gain
BS_060QB7XB	chr5	51808302	69546635	NA	0.26618000000000003	5	4	gain
BS_060QB7XB	chr5	71359675	140842819	NA	0.267319	5	4	gain
BS_060QB7XB	chr5	140859508	175918749	NA	0.268773	5	4	gain
BS_060QB7XB	chr5	176073710	177703180	NA	0.277997	5	4	gain
BS_060QB7XB	chr5	177926086	181290018	NA	0.271737	5	4	gain
BS_060QB7XB	chr6	381842	19484895	NA	0.269279	5	4	gain
BS_060QB7XB	chr6	19498008	29874402	NA	0.267567	5	4	gain
BS_060QB7XB	chr6	33079046	57468957	NA	0.268537	5	4	gain
BS_060QB7XB	chr6	66338535	76728134	NA	0.261705	5	4	gain
BS_060QB7XB	chr6	76749591	78257488	NA	0.262791	5	4	gain
BS_060QB7XB	chr6	78326626	103289688	NA	0.266135	5	4	gain
BS_060QB7XB	chr6	103314721	170585051	NA	0.268565	5	4	gain
BS_060QB7XB	chr7	953498	56995603	NA	0.270175	5	4	gain
BS_060QB7XB	chr7	62409059	63509248	NA	0.2839823138354535	5	4	gain
BS_060QB7XB	chr7	63739305	65106525	NA	0.274749	5	4	gain
BS_060QB7XB	chr7	65260293	65555908	NA	0.270465	5	4	gain
BS_060QB7XB	chr7	65591669	73013043	NA	0.259634	5	4	gain
BS_060QB7XB	chr7	73245483	74806999	NA	0.250735	5	4	gain
BS_060QB7XB	chr7	75361279	76515131	NA	0.255801	5	4	gain
BS_060QB7XB	chr7	77046763	102481600	NA	0.2623180972535501	5	4	gain
BS_060QB7XB	chr7	102640137	143561404	NA	0.2872885088393044	5	4	gain
BS_060QB7XB	chr7	143835498	144213354	NA	0.275327	5	4	gain
BS_060QB7XB	chr7	144376656	154335627	NA	0.268009	5	4	gain
BS_060QB7XB	chr9	129423385	129448416	NA	0.25972	5	4	gain
BS_06GEF6DB	chr1	166910083	167450614	NA	0.574902	3	2	gain
BS_06GEF6DB	chr17	112882	18390872	NA	-0.9708778141960331	1	2	loss
BS_06GEF6DB	chr17	19237457	20442099	NA	0.547247	3	2	gain
BS_06GEF6DB	chr17	22389144	22758184	NA	0.577984	3	2	gain
BS_06GEF6DB	chr17	27469175	36242736	NA	0.556911970549469	3	2	gain
BS_06GEF6DB	chr17	36459538	37846256	NA	0.555566	3	2	gain
BS_06GEF6DB	chr17	38341764	43231387	NA	0.5357725297786042	3	2	gain
BS_06GEF6DB	chr17	43297115	45512214	NA	0.532183	3	2	gain
BS_06GEF6DB	chr17	46709692	82444175	NA	0.5501209938135139	3	2	gain
BS_06GEF6DB	chr19	479382	1013006	NA	0.50693	3	2	gain
BS_090GV72Q	chr7	38269936	38311576	NA	0.243087	3	2	gain
BS_090GV72Q	chr7	142747108	142779267	NA	0.338527	3	2	gain
BS_0ATJ22QA	chr1	143540934	143783373	NA	0.23275	4	3	gain
BS_0ATJ22QA	chr1	145598545	146069841	NA	0.227936	4	3	gain
BS_0ATJ22QA	chr1	149870519	152582302	NA	0.2340710184948495	4	3	gain
BS_0ATJ22QA	chr1	152617833	207526492	NA	0.25063446175008997	4	3	gain
BS_0ATJ22QA	chr1	207564113	248945376	NA	0.247421	4	3	gain
BS_0ATJ22QA	chr10	41823400	41856040	NA	0.43379274849082544	4	3	gain
BS_0ATJ22QA	chr10	42088211	42104930	NA	0.69549	4	3	gain
BS_0ATJ22QA	chr14	18238960	18266373	NA	0.38687843310288733	4	3	gain
BS_0ATJ22QA	chr16	34596589	34623560	NA	0.270604	4	3	gain
BS_0ATJ22QA	chr7	62443720	62531858	NA	0.317286	4	3	gain
BS_0ATJ22QA	chr8	129472592	129761680	NA	0.251005	4	3	gain
BS_0DKPGQWD	chr1	827732	109683100	NA	-0.685971	2	3	loss
BS_0DKPGQWD	chr1	109699052	119992392	NA	-0.6803391657928014	2	3	loss
BS_0DKPGQWD	chr19	29901692	47903365	NA	-0.686391	2	3	loss
BS_0DKPGQWD	chr19	47957354	50091086	NA	-0.715182	2	3	loss
BS_0DKPGQWD	chr19	50140167	58439518	NA	-0.6915664453452917	2	3	loss
BS_0DKPGQWD	chr7	38254612	38347720	NA	0.249366	4	3	gain
BS_0DKPGQWD	chr7	142746505	142778406	NA	0.473262	4	3	gain
BS_0DKPGQWD	chr7	146608426	146780477	NA	0.227314	4	3	gain
BS_0FQKT8EY	chr1	98164491	99516825	NA	0.48242492434556256	3	2	gain
BS_0FQKT8EY	chr1	228555365	228642863	NA	0.8447430000000001	3	2	gain
BS_0FQKT8EY	chr10	67306004	67759006	NA	-0.53385	1	2	loss
BS_0FQKT8EY	chr14	105463548	105492846	NA	0.225478	3	2	gain
BS_0FQKT8EY	chr19	36309944	36857448	NA	-0.634799	1	2	loss
BS_0FQKT8EY	chr2	212948658	213020647	NA	-0.500829	1	2	loss
BS_0FQKT8EY	chr20	13931859	14214156	NA	0.349507	3	2	gain
BS_0FQKT8EY	chr5	740931	46061082	NA	0.40212	3	2	gain
BS_0FQKT8EY	chr5	51983904	69263556	NA	0.4099211395675549	3	2	gain
BS_0FQKT8EY	chr5	71035314	175917761	NA	0.41168791197406174	3	2	gain
BS_0FQKT8EY	chr5	175943262	177765760	NA	0.436978	3	2	gain
BS_0FQKT8EY	chr5	177782261	181292259	NA	0.419195	3	2	gain
BS_0FQKT8EY	chr6	112407174	112427220	NA	-0.578324	1	2	loss
BS_0FQKT8EY	chr7	148176177	148523127	NA	0.422528	3	2	gain
BS_0FQKT8EY	chr8	205086	3312987	NA	0.418808	3	2	gain
BS_0FQKT8EY	chr8	4046208	6972116	NA	0.415431	3	2	gain
BS_0FQKT8EY	chr8	8229593	12037857	NA	0.431502	3	2	gain
BS_0FQKT8EY	chr8	12503307	43228428	NA	0.427051	3	2	gain
BS_0FQKT8EY	chr8	45966249	85646221	NA	0.42622499999999997	3	2	gain
BS_0FQKT8EY	chr8	85829723	144553248	NA	0.4509768028457466	3	2	gain
BS_0J5MCBZV	chr1	2774550	12897865	NA	-0.42645627622116355	1	2	loss
BS_0J5MCBZV	chr1	13247807	14275170	NA	-0.427349	1	2	loss
BS_0J5MCBZV	chr1	46859190	54780818	NA	-0.968649	1	2	loss
BS_0J5MCBZV	chr1	152615328	152787072	NA	0.587554	3	2	gain
BS_0J5MCBZV	chr1	152797943	161628663	NA	0.5629784372611604	3	2	gain
BS_0J5MCBZV	chr1	161654752	248945235	NA	0.5503213015994002	3	2	gain
BS_0J5MCBZV	chr10	42322835	45823483	NA	-0.9825310000000002	1	2	loss
BS_0J5MCBZV	chr10	46514916	46560576	NA	-0.475507	1	2	loss
BS_0J5MCBZV	chr10	46727999	47480312	NA	-0.967309	1	2	loss
BS_0J5MCBZV	chr10	48057331	125885872	NA	-0.9818809987418625	1	2	loss
BS_0J5MCBZV	chr10	125927178	133623072	NA	-0.979571	1	2	loss
BS_0J5MCBZV	chr11	120540	50821348	NA	-0.978161	1	2	loss
BS_0J5MCBZV	chr12	4662840	4669455	NA	0.2878299999999999	3	2	gain
BS_0J5MCBZV	chr16	60184005	70120901	NA	-0.9877100000000001	1	2	loss
BS_0J5MCBZV	chr16	70175252	70810063	NA	-0.9923589999999999	1	2	loss
BS_0J5MCBZV	chr16	71166602	74360225	NA	-0.98818	1	2	loss
BS_0J5MCBZV	chr16	74427621	90106600	NA	-0.9944291830182138	1	2	loss
BS_0J5MCBZV	chr17	49606462	83203470	NA	0.54826	3	2	gain
BS_0J5MCBZV	chr2	2794886	2844450	NA	0.547923	3	2	gain
BS_0J5MCBZV	chr20	31193994	31222255	NA	-0.354333	1	2	loss
BS_0J5MCBZV	chr3	135828884	162795106	NA	-0.976778	1	2	loss
BS_0J5MCBZV	chr3	162908155	198186135	NA	-0.9834005334054567	1	2	loss
BS_0J5MCBZV	chr7	62515475	73011479	NA	0.557894	3	2	gain
BS_0J5MCBZV	chr7	73196268	75172421	NA	0.547302	3	2	gain
BS_0J5MCBZV	chr7	75361558	76433332	NA	0.548791	3	2	gain
BS_0J5MCBZV	chr7	77061615	89890305	NA	0.575426	3	2	gain
BS_0J5MCBZV	chr7	89901176	102482032	NA	0.5651	3	2	gain
BS_0J5MCBZV	chr7	102675518	109797495	NA	0.571045	3	2	gain
BS_0J5MCBZV	chr7	109812713	143607324	NA	0.801433009607407	4	2	gain
BS_0J5MCBZV	chr7	143722544	144181250	NA	1.0114	4	2	gain
BS_0J5MCBZV	chr7	144376908	158683782	NA	1.000453785399658	4	2	gain
BS_0J5MCBZV	chr8	97844937	144694305	NA	0.574572	3	2	gain
BS_0RF0G9SQ	chr10	15528551	15712080	NA	0.554976	3	2	gain
BS_0RF0G9SQ	chr13	37497920	37511520	NA	-0.4137331361330543	1	2	loss
BS_0RF0G9SQ	chr17	19226449	20328789	NA	1.002212392796946	5	2	gain
BS_0RF0G9SQ	chr17	20557909	21289684	NA	0.976845	5	2	gain
BS_0RF0G9SQ	chr17	21351641	21399568	NA	1.00253	5	2	gain
BS_0RF0G9SQ	chr17	21884350	21968645	NA	0.574123	4	2	gain
BS_0RF0G9SQ	chr17	27368640	36174643	NA	0.9982789999999999	5	2	gain
BS_0RF0G9SQ	chr17	36386234	37921140	NA	1.00143	5	2	gain
BS_0RF0G9SQ	chr17	38249632	43234277	NA	0.9943400000000001	5	2	gain
BS_0RF0G9SQ	chr17	43302081	45498644	NA	0.9926070000000001	5	2	gain
BS_0RF0G9SQ	chr17	45616715	46292400	NA	1.07273457468284	5	2	gain
BS_0RF0G9SQ	chr17	46675835	64884289	NA	0.9937619999999999	5	2	gain
BS_0RF0G9SQ	chr17	64933389	83206840	NA	0.9936020293197547	5	2	gain
BS_0RF0G9SQ	chr20	601120	25016520	NA	0.215601	3	2	gain
BS_0RF0G9SQ	chr20	31190920	63852680	NA	0.21834674631849285	3	2	gain
BS_0RF0G9SQ	chr3	118707060	118791920	NA	0.575746	3	2	gain
BS_0RF0G9SQ	chr4	70040	8619775	NA	0.5599604768496219	3	2	gain
BS_0RF0G9SQ	chr4	8637312	9103160	NA	0.554062	3	2	gain
BS_0RF0G9SQ	chr4	9913720	48340520	NA	0.541757	3	2	gain
BS_0RF0G9SQ	chr4	51815320	189675120	NA	0.543979	3	2	gain
BS_0RF0G9SQ	chr7	34680	3674804	NA	0.222692	3	2	gain
BS_0RF0G9SQ	chr7	3687664	56334595	NA	0.2115212291569771	3	2	gain
BS_0RF0G9SQ	chr7	62988400	72513840	NA	0.21804722931697773	3	2	gain
BS_0RF0G9SQ	chr7	73232385	74578320	NA	0.21714799999999998	3	2	gain
BS_0RF0G9SQ	chr7	75361140	76505440	NA	0.20743	3	2	gain
BS_0RF0G9SQ	chr7	77211960	100729679	NA	0.3316837387303659	3	2	gain
BS_0RF0G9SQ	chr7	100740201	102346410	NA	0.246686802143562	3	2	gain
BS_0RF0G9SQ	chr7	102358101	102479677	NA	0.226207	3	2	gain
BS_0RF0G9SQ	chr7	102677239	109796468	NA	0.219879	3	2	gain
BS_0RF0G9SQ	chr7	109814004	142065635	NA	0.21487144437991024	3	2	gain
BS_0RF0G9SQ	chr7	142094861	143619240	NA	0.2397615279937863	3	2	gain
BS_0RF0G9SQ	chr7	143852772	144181256	NA	0.21838899999999997	3	2	gain
BS_0RF0G9SQ	chr7	144377647	158722880	NA	0.216191	3	2	gain
BS_0RF0G9SQ	chr8	25208960	25213040	NA	-0.284483	1	2	loss
BS_0S617SMM	chr17	50184156	50199948	NA	0.917971	13	4	gain
BS_0S617SMM	chr2	188992013	189012756	NA	0.429562	5	4	gain
BS_0S617SMM	chr22	18933970	20909736	NA	-0.322157	3	4	loss
BS_0S617SMM	chr22	23015148	42500991	NA	-0.337065	3	4	loss
BS_0S617SMM	chr22	42565322	50310288	NA	-0.33703071065150064	3	4	loss
BS_0S617SMM	chr7	76140	57823442	NA	0.353582	5	4	gain
BS_0S617SMM	chr7	62408927	63286190	NA	0.35055141571405163	5	4	gain
BS_0S617SMM	chr7	63582397	65507736	NA	0.283504	5	4	gain
BS_0S617SMM	chr7	65552616	72942120	NA	0.277024	5	4	gain
BS_0S617SMM	chr7	73297360	74396676	NA	0.263042	5	4	gain
BS_0S617SMM	chr7	75409620	76431459	NA	0.270329	5	4	gain
BS_0S617SMM	chr7	77205396	102551454	NA	0.2983782999972636	5	4	gain
BS_0S617SMM	chr7	102594839	143619388	NA	0.36459336523154845	5	4	gain
BS_0S617SMM	chr7	143727733	144181034	NA	0.363545	5	4	gain
BS_0S617SMM	chr7	144378513	159335973	NA	0.33782893916332574	5	4	gain
BS_0SFXXBQ5	chr22	49947152	49973774	NA	0.230276	3	2	gain
BS_0SFXXBQ5	chr4	1745624	1808017	NA	0.23212600000000003	3	2	gain
BS_0W8AWY10	chr17	21290231	21305843	NA	0.555904	3	2	gain
BS_0W8AWY10	chr9	129424526	129443741	NA	0.339454	3	2	gain
BS_0YVR8Q4E	chr17	21968688	21992848	NA	0.417903	3	2	gain
BS_0YVR8Q4E	chr7	31408	45925744	NA	0.260253	3	2	gain
BS_0YVR8Q4E	chr7	73365083	74750832	NA	0.21947799999999998	3	2	gain
BS_0YVR8Q4E	chr7	75354583	76516083	NA	0.229829	3	2	gain
BS_0YVR8Q4E	chr7	99970456	102478491	NA	0.255545	3	2	gain
BS_0YVR8Q4E	chr7	148989888	158607984	NA	0.262016	3	2	gain
BS_10HD18B8	chr2	89815130	89841690	NA	0.47456299999999996	5	3	gain
BS_11322HD1	chr7	38276703	38299836	NA	0.22974099999999997	3	2	gain
BS_1135HC0V	chr17	21978991	21989664	NA	0.324372	4	2	gain
BS_1135HC0V	chr2	89823968	89841209	NA	0.415281	3	2	gain
BS_1135HC0V	chr7	38275841	38330694	NA	0.326179	3	2	gain
BS_1135HC0V	chr7	142614268	142798172	NA	0.20576100000000003	3	2	gain
BS_12ZB7R6A	chr22	23804352	23841004	NA	-0.5518974812740508	1	2	loss
BS_12ZB7R6A	chr22	28214560	28219048	NA	-0.540434	1	2	loss
BS_12ZB7R6A	chr9	9252012	9266224	NA	0.359927	3	2	gain
BS_154FP4ZQ	chr3	48658500	48664500	NA	-0.290576	1	2	loss
BS_16TBX6G5	chr7	138861622	140792256	NA	0.48090900000000003	3	2	gain
BS_17FVWMNV	chr11	1079525	1083150	NA	0.218101	3	2	gain
BS_17FVWMNV	chr11	4925650	43893675	NA	0.26671	3	2	gain
BS_17FVWMNV	chr11	58292175	59305000	NA	0.260644	3	2	gain
BS_17FVWMNV	chr11	77468425	88879925	NA	0.2642469876016016	3	2	gain
BS_17FVWMNV	chr11	90100825	111260675	NA	0.28085127727773274	3	2	gain
BS_17FVWMNV	chr12	190929	9479330	NA	0.6058698459320061	3	2	gain
BS_17FVWMNV	chr12	9580340	10428372	NA	0.628413	3	2	gain
BS_17FVWMNV	chr12	10445022	34319810	NA	0.645484	3	2	gain
BS_17FVWMNV	chr12	38047275	132475625	NA	0.6425226336157212	3	2	gain
BS_17FVWMNV	chr14	40148325	69041025	NA	0.24264723837575689	3	2	gain
BS_17FVWMNV	chr14	78692950	87019575	NA	0.254094	3	2	gain
BS_17FVWMNV	chr16	19934600	19956078	NA	-0.8442029999999999	1	2	loss
BS_17FVWMNV	chr16	34597044	34831285	NA	0.422884	3	2	gain
BS_17FVWMNV	chr16	48832375	61425625	NA	0.244499	3	2	gain
BS_17FVWMNV	chr16	78325375	78332625	NA	0.224423	3	2	gain
BS_17FVWMNV	chr17	21889925	21910867	NA	0.311613	3	2	gain
BS_17FVWMNV	chr18	113100	14279834	NA	0.618514	3	2	gain
BS_17FVWMNV	chr18	21131575	80241550	NA	0.6392326957000124	3	2	gain
BS_17FVWMNV	chr19	3453175	3469850	NA	-0.35419	1	2	loss
BS_17FVWMNV	chr2	11027975	49317359	NA	0.27316327735936824	3	2	gain
BS_17FVWMNV	chr2	49590420	52521900	NA	0.303971	3	2	gain
BS_17FVWMNV	chr2	52558150	63956600	NA	0.2915473626981109	3	2	gain
BS_17FVWMNV	chr2	74574225	77129850	NA	0.294645	3	2	gain
BS_17FVWMNV	chr2	77141757	84785850	NA	0.296172	3	2	gain
BS_17FVWMNV	chr2	89295159	89855045	NA	0.7401003100833207	3	2	gain
BS_17FVWMNV	chr2	101310775	179200425	NA	0.3085353567871667	3	2	gain
BS_17FVWMNV	chr2	179216620	232024650	NA	0.3167813821426067	3	2	gain
BS_17FVWMNV	chr20	1612912	25619325	NA	0.6094230647630599	3	2	gain
BS_17FVWMNV	chr20	31194777	64083475	NA	0.5807085663806505	3	2	gain
BS_17FVWMNV	chr21	15773825	24133075	NA	0.23128000000000004	3	2	gain
BS_17FVWMNV	chr22	31886225	31894200	NA	-0.335991	1	2	loss
BS_17FVWMNV	chr7	203000	56339025	NA	0.6515596954107836	3	2	gain
BS_17FVWMNV	chr7	63763025	65521527	NA	0.659581	3	2	gain
BS_17FVWMNV	chr7	65591458	72215800	NA	0.635907	3	2	gain
BS_17FVWMNV	chr7	73393925	74787772	NA	0.595812	3	2	gain
BS_17FVWMNV	chr7	77286450	102312725	NA	0.6601037713665361	3	2	gain
BS_17FVWMNV	chr7	102686408	134100399	NA	0.6620499204618826	3	2	gain
BS_17FVWMNV	chr7	134113720	142065729	NA	0.6583474451215341	3	2	gain
BS_17FVWMNV	chr7	142094590	143519824	NA	0.7000368850295428	3	2	gain
BS_17FVWMNV	chr7	143875071	144234704	NA	0.668515	3	2	gain
BS_17FVWMNV	chr7	144377892	158962050	NA	0.6392560274029823	3	2	gain
BS_17FVWMNV	chr8	208800	7160902	NA	0.647005	3	2	gain
BS_17FVWMNV	chr8	8230954	11611600	NA	0.650699	3	2	gain
BS_17FVWMNV	chr8	12766525	18993189	NA	0.649039	3	2	gain
BS_17FVWMNV	chr8	19007620	25114842	NA	0.639842	3	2	gain
BS_17FVWMNV	chr8	25133713	30394005	NA	0.631737	3	2	gain
BS_17FVWMNV	chr8	30407326	39373911	NA	0.6415899910189868	3	2	gain
BS_17FVWMNV	chr8	39529312	43283950	NA	0.6450759918742961	3	2	gain
