gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	odds_ratio_ci	p	q	cooccur_score	n_mutated_gene1	n_mutated_gene2	perc_mutated_gene1	perc_mutated_gene2	perc_cooccur	perc_mutexcl
TP53	PTEN	5	41	2	39	2.3780487804878048	1	0.43554164368256,12.9840994182894	0.43922110442809026	0.46584056530251994	0.35731680035109	46	7	52.87356321839081	8.045977011494253	10.416666666666666	89.58333333333333
TP53	PDGFRA	5	41	2	39	2.3780487804878048	1	0.43554164368256,12.9840994182894	0.43922110442809026	0.46584056530251994	0.35731680035109	46	7	52.87356321839081	8.045977011494253	10.416666666666666	89.58333333333333
TP53	NEB	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	RYR2	6	40	0	41	Inf	1	0.72647679768001,Inf	0.027452907327895733	0.040912179412010065	1.5614116559642812	46	6	52.87356321839081	6.896551724137931	13.043478260869565	86.95652173913044
TP53	KIAA1109	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	LRP1	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	TRPM2	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	ATM	4	42	2	39	1.8571428571428572	1	0.321925230361356,10.7136044850083	0.6795549168160514	0.7063948661177106	0.16777544090874666	46	6	52.87356321839081	6.896551724137931	8.333333333333334	91.66666666666667
TP53	DNAH14	6	40	0	41	Inf	1	0.72647679768001,Inf	0.027452907327895733	0.040912179412010065	1.5614116559642812	46	6	52.87356321839081	6.896551724137931	13.043478260869565	86.95652173913044
TP53	DNAH12	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	PKHD1L1	6	40	0	41	Inf	1	0.72647679768001,Inf	0.027452907327895733	0.040912179412010065	1.5614116559642812	46	6	52.87356321839081	6.896551724137931	13.043478260869565	86.95652173913044
TP53	RERE	4	42	2	39	1.8571428571428572	1	0.321925230361356,10.7136044850083	0.6795549168160514	0.7063948661177106	0.16777544090874666	46	6	52.87356321839081	6.896551724137931	8.333333333333334	91.66666666666667
TP53	HELZ2	6	40	0	41	Inf	1	0.72647679768001,Inf	0.027452907327895733	0.040912179412010065	1.5614116559642812	46	6	52.87356321839081	6.896551724137931	13.043478260869565	86.95652173913044
TP53	MAGEL2	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	TSC2	6	40	0	41	Inf	1	0.72647679768001,Inf	0.027452907327895733	0.040912179412010065	1.5614116559642812	46	6	52.87356321839081	6.896551724137931	13.043478260869565	86.95652173913044
TP53	ASCC3	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	BCOR	1	45	5	36	0.16	-1	0.0178825825508826,1.43156056610719	0.09571742050314289	0.12075575707142126	-1.0190090137396073	46	6	52.87356321839081	6.896551724137931	1.9607843137254901	98.03921568627452
TP53	ESPL1	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	ALMS1	6	40	0	41	Inf	1	0.72647679768001,Inf	0.027452907327895733	0.040912179412010065	1.5614116559642812	46	6	52.87356321839081	6.896551724137931	13.043478260869565	86.95652173913044
TP53	BRAF	2	44	4	37	0.42045454545454547	-1	0.0728591635051445,2.42635265474749	0.4145714826447095	0.4412250792699992	-0.38240057526675	46	6	52.87356321839081	6.896551724137931	4	96
TP53	ACVR1	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	DIAPH2	4	42	2	39	1.8571428571428572	1	0.321925230361356,10.7136044850083	0.6795549168160514	0.7063948661177106	0.16777544090874666	46	6	52.87356321839081	6.896551724137931	8.333333333333334	91.66666666666667
TP53	PIK3R1	5	41	1	40	4.878048780487805	1	0.545492196996645,43.6218153730344	0.20701046285510652	0.24524933945600144	0.684007703599102	46	6	52.87356321839081	6.896551724137931	10.638297872340425	89.36170212765957
TP53	PLEC	5	41	0	41	Inf	1	0.589184393928179,Inf	0.057379166582430904	0.0786235783707806	1.2412457640593473	46	5	52.87356321839081	5.747126436781609	10.869565217391305	89.1304347826087
TP53	SYNE1	5	41	0	41	Inf	1	0.589184393928179,Inf	0.057379166582430904	0.0786235783707806	1.2412457640593473	46	5	52.87356321839081	5.747126436781609	10.869565217391305	89.1304347826087
TP53	FSIP2	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
TP53	ABCA2	5	41	0	41	Inf	1	0.589184393928179,Inf	0.057379166582430904	0.0786235783707806	1.2412457640593473	46	5	52.87356321839081	5.747126436781609	10.869565217391305	89.1304347826087
TP53	DNAH1	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
TP53	DNAH17	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
TP53	APC2	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
TP53	ADCY9	5	41	0	41	Inf	1	0.589184393928179,Inf	0.057379166582430904	0.0786235783707806	1.2412457640593473	46	5	52.87356321839081	5.747126436781609	10.869565217391305	89.1304347826087
TP53	VPS13D	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
TP53	ABCA13	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
TP53	ASPM	4	42	1	40	3.8095238095238093	1	0.408110965405254,35.5601120418754	0.3645252808420882	0.3937773095516384	0.43827234677128935	46	5	52.87356321839081	5.747126436781609	8.51063829787234	91.48936170212765
H3F3A	ATRX	13	27	8	39	2.3472222222222223	1	0.856432688491548,6.43302414133414	0.13148759586779035	0.16237127513915642	0.8811152152370528	40	21	45.97701149425287	24.137931034482758	27.083333333333332	72.91666666666667
H3F3A	NF1	7	33	9	38	0.8956228956228957	-1	0.300426999800787,2.67000093765154	1	1	0	40	16	45.97701149425287	18.39080459770115	14.285714285714286	85.71428571428571
H3F3A	EGFR	1	39	9	38	0.10826210826210826	-1	0.0130760318695225,0.896348693725268	0.0183423861193679	0.02846896572116682	-1.7365441686077556	40	10	45.97701149425287	11.494252873563218	2.0408163265306123	97.95918367346938
H3F3A	PPM1D	8	32	2	45	5.625	1	1.1193858788322,28.2660569499135	0.03912197563774139	0.05572606994910838	1.4075792217038512	40	10	45.97701149425287	11.494252873563218	19.047619047619047	80.95238095238095
H3F3A	TTN	3	37	6	41	0.5540540540540541	-1	0.129258687675034,2.37489564790796	0.49786733093248026	0.5199381759525049	-0.30288637033276833	40	9	45.97701149425287	10.344827586206897	6.521739130434782	93.47826086956522
H3F3A	OBSCN	2	38	7	40	0.3007518796992481	-1	0.0587488513299392,1.53963339018572	0.16969217129621442	0.20419735740458023	-0.7703381932820975	40	9	45.97701149425287	10.344827586206897	4.25531914893617	95.74468085106383
H3F3A	MUC16	5	35	4	43	1.5357142857142858	1	0.383098246246491,6.15617114005136	0.7266872813936286	0.75058340616121	0.13865244083729172	40	9	45.97701149425287	10.344827586206897	11.363636363636363	88.63636363636364
H3F3A	DNAH5	4	36	4	43	1.1944444444444444	1	0.278800472296687,5.11727085363746	1	1	-0	40	8	45.97701149425287	9.195402298850574	9.090909090909092	90.9090909090909
H3F3A	APOB	2	38	6	41	0.35964912280701755	-1	0.0683779837471357,1.89165407412697	0.27908389117496996	0.32467024376955195	-0.5542652304254561	40	8	45.97701149425287	9.195402298850574	4.3478260869565215	95.65217391304348
H3F3A	PTPN11	4	36	4	43	1.1944444444444444	1	0.278800472296687,5.11727085363746	1	1	-0	40	8	45.97701149425287	9.195402298850574	9.090909090909092	90.9090909090909
H3F3A	PIK3CA	1	39	7	40	0.14652014652014653	-1	0.0172173059715314,1.24689387362823	0.064744805687695	0.08592972822865075	-1.1887950681989878	40	8	45.97701149425287	9.195402298850574	2.127659574468085	97.87234042553192
H3F3A	RYR1	3	37	4	43	0.8716216216216216	-1	0.183129800721586,4.14855609673994	1	1	0	40	7	45.97701149425287	8.045977011494253	6.818181818181818	93.18181818181819
H3F3A	DNAH8	0	40	7	40	0	-1	0,1.20642001339733	0.013953464344804429	0.022198693275825226	-1.8553179530324377	40	7	45.97701149425287	8.045977011494253	0	100
H3F3A	TNC	3	37	4	43	0.8716216216216216	-1	0.183129800721586,4.14855609673994	1	1	0	40	7	45.97701149425287	8.045977011494253	6.818181818181818	93.18181818181819
H3F3A	PTEN	3	37	4	43	0.8716216216216216	-1	0.183129800721586,4.14855609673994	1	1	0	40	7	45.97701149425287	8.045977011494253	6.818181818181818	93.18181818181819
H3F3A	PDGFRA	3	37	4	43	0.8716216216216216	-1	0.183129800721586,4.14855609673994	1	1	0	40	7	45.97701149425287	8.045977011494253	6.818181818181818	93.18181818181819
H3F3A	NEB	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	RYR2	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	KIAA1109	0	40	6	41	0	-1	0,1.44532128563998	0.028864337589762895	0.04244755527906308	-1.5396384047134781	40	6	45.97701149425287	6.896551724137931	0	100
H3F3A	LRP1	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	TRPM2	2	38	4	43	0.5657894736842105	-1	0.0980633997355788,3.26439557872796	0.6827522624354037	0.7063948661177106	-0.16573685206470873	40	6	45.97701149425287	6.896551724137931	4.545454545454546	95.45454545454545
H3F3A	ATM	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	DNAH14	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	DNAH12	2	38	4	43	0.5657894736842105	-1	0.0980633997355788,3.26439557872796	0.6827522624354037	0.7063948661177106	-0.16573685206470873	40	6	45.97701149425287	6.896551724137931	4.545454545454546	95.45454545454545
H3F3A	PKHD1L1	3	37	3	44	1.1891891891891893	1	0.226342779458929,6.24791712404084	1	1	-0	40	6	45.97701149425287	6.896551724137931	6.976744186046512	93.02325581395348
H3F3A	RERE	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	HELZ2	2	38	4	43	0.5657894736842105	-1	0.0980633997355788,3.26439557872796	0.6827522624354037	0.7063948661177106	-0.16573685206470873	40	6	45.97701149425287	6.896551724137931	4.545454545454546	95.45454545454545
H3F3A	MAGEL2	0	40	6	41	0	-1	0,1.44532128563998	0.028864337589762895	0.04244755527906308	-1.5396384047134781	40	6	45.97701149425287	6.896551724137931	0	100
H3F3A	TSC2	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	ASCC3	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	BCOR	2	38	4	43	0.5657894736842105	-1	0.0980633997355788,3.26439557872796	0.6827522624354037	0.7063948661177106	-0.16573685206470873	40	6	45.97701149425287	6.896551724137931	4.545454545454546	95.45454545454545
H3F3A	ESPL1	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	ALMS1	2	38	4	43	0.5657894736842105	-1	0.0980633997355788,3.26439557872796	0.6827522624354037	0.7063948661177106	-0.16573685206470873	40	6	45.97701149425287	6.896551724137931	4.545454545454546	95.45454545454545
H3F3A	BRAF	2	38	4	43	0.5657894736842105	-1	0.0980633997355788,3.26439557872796	0.6827522624354037	0.7063948661177106	-0.16573685206470873	40	6	45.97701149425287	6.896551724137931	4.545454545454546	95.45454545454545
H3F3A	ACVR1	0	40	6	41	0	-1	0,1.44532128563998	0.028864337589762895	0.04244755527906308	-1.5396384047134781	40	6	45.97701149425287	6.896551724137931	0	100
H3F3A	DIAPH2	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	PIK3R1	1	39	5	42	0.2153846153846154	-1	0.0240843051155632,1.92617276362278	0.21161154340306876	0.24782422626076409	-0.67446064524027	40	6	45.97701149425287	6.896551724137931	2.2222222222222223	97.77777777777777
H3F3A	PLEC	1	39	4	43	0.27564102564102566	-1	0.0295269657913495,2.57317245372689	0.36865844974718026	0.39649394287997874	-0.43337580750476296	40	5	45.97701149425287	5.747126436781609	2.272727272727273	97.72727272727273
H3F3A	SYNE1	0	40	5	42	0	-1	0,1.78110962992403	0.059322205225313895	0.08074411266778836	-1.2267827130147948	40	5	45.97701149425287	5.747126436781609	0	100
H3F3A	FSIP2	1	39	4	43	0.27564102564102566	-1	0.0295269657913495,2.57317245372689	0.36865844974718026	0.39649394287997874	-0.43337580750476296	40	5	45.97701149425287	5.747126436781609	2.272727272727273	97.72727272727273
H3F3A	ABCA2	0	40	5	42	0	-1	0,1.78110962992403	0.059322205225313895	0.08074411266778836	-1.2267827130147948	40	5	45.97701149425287	5.747126436781609	0	100
H3F3A	DNAH1	1	39	4	43	0.27564102564102566	-1	0.0295269657913495,2.57317245372689	0.36865844974718026	0.39649394287997874	-0.43337580750476296	40	5	45.97701149425287	5.747126436781609	2.272727272727273	97.72727272727273
H3F3A	DNAH17	1	39	4	43	0.27564102564102566	-1	0.0295269657913495,2.57317245372689	0.36865844974718026	0.39649394287997874	-0.43337580750476296	40	5	45.97701149425287	5.747126436781609	2.272727272727273	97.72727272727273
H3F3A	APC2	0	40	5	42	0	-1	0,1.78110962992403	0.059322205225313895	0.08074411266778836	-1.2267827130147948	40	5	45.97701149425287	5.747126436781609	0	100
H3F3A	ADCY9	0	40	5	42	0	-1	0,1.78110962992403	0.059322205225313895	0.08074411266778836	-1.2267827130147948	40	5	45.97701149425287	5.747126436781609	0	100
H3F3A	VPS13D	0	40	5	42	0	-1	0,1.78110962992403	0.059322205225313895	0.08074411266778836	-1.2267827130147948	40	5	45.97701149425287	5.747126436781609	0	100
H3F3A	ABCA13	0	40	5	42	0	-1	0,1.78110962992403	0.059322205225313895	0.08074411266778836	-1.2267827130147948	40	5	45.97701149425287	5.747126436781609	0	100
H3F3A	ASPM	1	39	4	43	0.27564102564102566	-1	0.0295269657913495,2.57317245372689	0.36865844974718026	0.39649394287997874	-0.43337580750476296	40	5	45.97701149425287	5.747126436781609	2.272727272727273	97.72727272727273
ATRX	NF1	9	12	7	59	6.321428571428571	1	1.9687000952921,20.2978906128129	0.0022315657875065986	0.006269880939668769	2.6513903054490644	21	16	24.137931034482758	18.39080459770115	32.142857142857146	67.85714285714286
ATRX	EGFR	3	18	7	59	1.4047619047619047	1	0.328906478299107,5.99974807208183	0.6985190701532729	0.7220977729432567	0.15582173278633354	21	10	24.137931034482758	11.494252873563218	10.714285714285714	89.28571428571429
ATRX	PPM1D	8	13	2	64	19.692307692307693	1	3.74322365259933,103.597064519305	1.1403812455274287e-4	7.391359924714817e-4	3.9429499336204903	21	10	24.137931034482758	11.494252873563218	34.78260869565217	65.21739130434783
ATRX	TTN	5	16	4	62	4.84375	1	1.16489898658566,20.1407283658708	0.03394740973049672	0.04909749341187543	1.4691933578391094	21	9	24.137931034482758	10.344827586206897	20	80
ATRX	OBSCN	5	16	4	62	4.84375	1	1.16489898658566,20.1407283658708	0.03394740973049672	0.04909749341187543	1.4691933578391094	21	9	24.137931034482758	10.344827586206897	20	80
ATRX	MUC16	5	16	4	62	4.84375	1	1.16489898658566,20.1407283658708	0.03394740973049672	0.04909749341187543	1.4691933578391094	21	9	24.137931034482758	10.344827586206897	20	80
ATRX	DNAH5	4	17	4	62	3.6470588235294117	1	0.825091296653508,16.1206864212863	0.09188133890026508	0.11683650810296797	1.036772684866212	21	8	24.137931034482758	9.195402298850574	16	84
ATRX	APOB	5	16	3	63	6.5625	1	1.416831620493,30.3962768949318	0.018062300119431163	0.028330752428045038	1.7432269458513987	21	8	24.137931034482758	9.195402298850574	20.833333333333332	79.16666666666667
ATRX	PTPN11	3	18	5	61	2.033333333333333	1	0.442550181788271,9.34231780842987	0.3935861552717658	0.4221918040349502	0.4049601866503125	21	8	24.137931034482758	9.195402298850574	11.538461538461538	88.46153846153847
ATRX	PIK3CA	3	18	5	61	2.033333333333333	1	0.442550181788271,9.34231780842987	0.3935861552717658	0.4221918040349502	0.4049601866503125	21	8	24.137931034482758	9.195402298850574	11.538461538461538	88.46153846153847
ATRX	RYR1	6	15	1	65	26	1	2.90918791684675,232.367251384954	6.328048517342777e-4	0.002970061085726016	3.1987301997484536	21	7	24.137931034482758	8.045977011494253	27.272727272727273	72.72727272727273
ATRX	DNAH8	3	18	4	62	2.5833333333333335	1	0.528765770405687,12.6211102999177	0.35229189598384075	0.38839392316096383	0.4530973470826803	21	7	24.137931034482758	8.045977011494253	12	88
ATRX	TNC	5	16	2	64	10	1	1.7747184206416,56.3469668409976	0.00810258853789009	0.01446890810337516	2.0913762146855057	21	7	24.137931034482758	8.045977011494253	21.73913043478261	78.26086956521739
ATRX	PTEN	4	17	3	63	4.9411764705882355	1	1.00769974615419,24.2286703025119	0.0549718195098481	0.07566345943771227	1.259859888102321	21	7	24.137931034482758	8.045977011494253	16.666666666666668	83.33333333333333
ATRX	PDGFRA	4	17	3	63	4.9411764705882355	1	1.00769974615419,24.2286703025119	0.0549718195098481	0.07566345943771227	1.259859888102321	21	7	24.137931034482758	8.045977011494253	16.666666666666668	83.33333333333333
ATRX	NEB	5	16	1	65	20.3125	1	2.21573175066123,186.212819366275	0.002767028762064509	0.007367675743729607	2.5579863265327076	21	6	24.137931034482758	6.896551724137931	22.727272727272727	77.27272727272727
ATRX	RYR2	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	KIAA1109	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	LRP1	5	16	1	65	20.3125	1	2.21573175066123,186.212819366275	0.002767028762064509	0.007367675743729607	2.5579863265327076	21	6	24.137931034482758	6.896551724137931	22.727272727272727	77.27272727272727
ATRX	TRPM2	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	ATM	5	16	1	65	20.3125	1	2.21573175066123,186.212819366275	0.002767028762064509	0.007367675743729607	2.5579863265327076	21	6	24.137931034482758	6.896551724137931	22.727272727272727	77.27272727272727
ATRX	DNAH14	3	18	3	63	3.5	1	0.649780003358218,18.8525346066193	0.14871028145376425	0.18000997507990238	0.8276590044149885	21	6	24.137931034482758	6.896551724137931	12.5	87.5
ATRX	DNAH12	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	PKHD1L1	5	16	1	65	20.3125	1	2.21573175066123,186.212819366275	0.002767028762064509	0.007367675743729607	2.5579863265327076	21	6	24.137931034482758	6.896551724137931	22.727272727272727	77.27272727272727
ATRX	RERE	3	18	3	63	3.5	1	0.649780003358218,18.8525346066193	0.14871028145376425	0.18000997507990238	0.8276590044149885	21	6	24.137931034482758	6.896551724137931	12.5	87.5
ATRX	HELZ2	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	MAGEL2	3	18	3	63	3.5	1	0.649780003358218,18.8525346066193	0.14871028145376425	0.18000997507990238	0.8276590044149885	21	6	24.137931034482758	6.896551724137931	12.5	87.5
ATRX	TSC2	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	ASCC3	5	16	1	65	20.3125	1	2.21573175066123,186.212819366275	0.002767028762064509	0.007367675743729607	2.5579863265327076	21	6	24.137931034482758	6.896551724137931	22.727272727272727	77.27272727272727
ATRX	BCOR	3	18	3	63	3.5	1	0.649780003358218,18.8525346066193	0.14871028145376425	0.18000997507990238	0.8276590044149885	21	6	24.137931034482758	6.896551724137931	12.5	87.5
ATRX	ESPL1	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	ALMS1	5	16	1	65	20.3125	1	2.21573175066123,186.212819366275	0.002767028762064509	0.007367675743729607	2.5579863265327076	21	6	24.137931034482758	6.896551724137931	22.727272727272727	77.27272727272727
ATRX	BRAF	1	20	5	61	0.61	-1	0.0672078233625329,5.53655781995522	1	1	0	21	6	24.137931034482758	6.896551724137931	3.8461538461538463	96.15384615384616
ATRX	ACVR1	1	20	5	61	0.61	-1	0.0672078233625329,5.53655781995522	1	1	0	21	6	24.137931034482758	6.896551724137931	3.8461538461538463	96.15384615384616
ATRX	DIAPH2	3	18	3	63	3.5	1	0.649780003358218,18.8525346066193	0.14871028145376425	0.18000997507990238	0.8276590044149885	21	6	24.137931034482758	6.896551724137931	12.5	87.5
ATRX	PIK3R1	4	17	2	64	7.529411764705882	1	1.27017364220836,44.6333002343877	0.028189401811586388	0.041604840023124486	1.5499141399029122	21	6	24.137931034482758	6.896551724137931	17.391304347826086	82.6086956521739
ATRX	PLEC	3	18	2	64	5.333333333333333	1	0.826876529693218,34.3998691739354	0.08844984163267536	0.11625649785410655	1.053302940347438	21	5	24.137931034482758	5.747126436781609	13.043478260869565	86.95652173913044
