Kids_First_Biospecimen_ID	status_latest	region	region_type	status_previous
BS_060QB7XB	gain	HLA-DPB1	gene	loss
BS_060QB7XB	gain	HLA-DPB2	gene	loss
BS_060QB7XB	gain	SLC39A7	gene	loss
BS_060QB7XB	gain	HSD17B8	gene	loss
BS_060QB7XB	gain	MIR219A1	gene	loss
BS_060QB7XB	gain	RING1	gene	loss
BS_060QB7XB	gain	HCG25	gene	loss
BS_060QB7XB	gain	RPS18	gene	loss
BS_060QB7XB	gain	B3GALT4	gene	loss
BS_060QB7XB	gain	PFDN6	gene	loss
BS_060QB7XB	gain	MIR6834	gene	loss
BS_060QB7XB	gain	KIFC1	gene	loss
BS_060QB7XB	gain	PHF1	gene	loss
BS_060QB7XB	gain	SYNGAP1	gene	loss
BS_060QB7XB	gain	MIR5004	gene	loss
BS_060QB7XB	gain	ZBTB9	gene	loss
BS_060QB7XB	gain	PRIM2	gene	loss
BS_060QB7XB	gain	MIR548U	gene	loss
BS_060QB7XB	gain	HLA-DPA1	gene	loss
BS_060QB7XB	gain	COL11A2	gene	loss
BS_060QB7XB	gain	RXRB	gene	loss
BS_060QB7XB	gain	VPS52	gene	loss
BS_060QB7XB	gain	WDR46	gene	loss
BS_060QB7XB	gain	MIR6873	gene	loss
BS_060QB7XB	gain	RGL2	gene	loss
BS_060QB7XB	gain	TAPBP	gene	loss
BS_060QB7XB	gain	ZBTB22	gene	loss
BS_060QB7XB	gain	DAXX	gene	loss
BS_060QB7XB	gain	CUTA	gene	loss
BS_060QB7XB	gain	RAB23	gene	loss
BS_0ATJ22QA	gain	CR1	gene	loss
BS_0S617SMM	gain	7p	arm	loss
BS_0S617SMM	unstable	7q	arm	loss
BS_1M63B97V	loss	R3HDM2	gene	gain
BS_1M63B97V	gain	R3HDM2	gene	loss
BS_1S5V7WWC	gain	8p	arm	loss
BS_1S5V7WWC	gain	8q	arm	loss
BS_1S5V7WWC	gain	NBPF12	gene	loss
BS_1S5V7WWC	gain	CHD1L	gene	loss
BS_1S5V7WWC	gain	BCL9	gene	loss
BS_1S5V7WWC	gain	PRKAB2	gene	loss
BS_1S5V7WWC	gain	FMO5	gene	loss
BS_1S5V7WWC	gain	ACP6	gene	loss
BS_1S5V7WWC	gain	GJA5	gene	loss
BS_1S5V7WWC	gain	LINC00624	gene	loss
BS_230S192D	gain	CHURC1-FNTB	gene	loss
BS_230S192D	gain	FNTB	gene	loss
BS_230S192D	gain	MAX	gene	loss
BS_230S192D	loss	FNTB	gene	gain
BS_230S192D	loss	CHURC1-FNTB	gene	gain
BS_230S192D	loss	MAX	gene	gain
BS_25VZM81R	gain	ANK2	gene	loss
BS_25VZM81R	loss	ANK2	gene	gain
BS_2AWCKNB3	gain	SNRPD3	gene	loss
BS_2AWCKNB3	gain	GGT1	gene	loss
BS_2AWCKNB3	loss	GGT1	gene	gain
BS_2AWCKNB3	loss	SNRPD3	gene	gain
BS_2J4FG4HV	loss	NINJ2	gene	gain
BS_2J4FG4HV	gain	ERC1	gene	loss
BS_2J4FG4HV	gain	NINJ2	gene	loss
BS_2J4FG4HV	loss	ERC1	gene	gain
BS_2J4FG4HV	loss	WNT5B	gene	gain
BS_2J4FG4HV	gain	WNT5B	gene	loss
BS_2J4FG4HV	gain	MIR3649	gene	loss
BS_2J4FG4HV	loss	MIR3649	gene	gain
BS_2J4FG4HV	gain	CACNA1C	gene	loss
BS_2J4FG4HV	gain	CCND2	gene	loss
BS_2J4FG4HV	loss	CCND2	gene	gain
BS_2J4FG4HV	loss	TSPAN9	gene	gain
BS_2J4FG4HV	gain	TSPAN9	gene	loss
BS_2J4FG4HV	gain	TYW1B	gene	loss
BS_2J4FG4HV	loss	TYW1B	gene	gain
BS_376Q9QKG	gain	6p	arm	loss
BS_376Q9QKG	gain	6q	arm	loss
BS_376Q9QKG	gain	7p	arm	loss
BS_376Q9QKG	unstable	7q	arm	loss
BS_376Q9QKG	gain	EHMT1	gene	loss
BS_376Q9QKG	gain	TRPM3	gene	loss
BS_3NX3RBCX	loss	TPCN2	gene	gain
BS_3NX3RBCX	gain	TPCN2	gene	loss
BS_3NX3RBCX	loss	AASDHPPT	gene	gain
BS_3NX3RBCX	gain	AASDHPPT	gene	loss
BS_3NX3RBCX	gain	ATM	gene	loss
BS_3NX3RBCX	loss	ATM	gene	gain
BS_4DTX295Z	loss	LINC00958	gene	gain
BS_4DTX295Z	gain	LINC00958	gene	loss
BS_4GKH983E	unstable	11q	arm	loss
BS_4GKH983E	gain	1q21.3	cytoband	loss
BS_4GKH983E	gain	1q22	cytoband	loss
BS_4GKH983E	gain	1q23.1	cytoband	loss
BS_4GKH983E	gain	1q23.2	cytoband	loss
BS_4GKH983E	gain	1q23.3	cytoband	loss
BS_4GKH983E	gain	1q24.1	cytoband	loss
BS_4GKH983E	gain	1q24.2	cytoband	loss
BS_4GKH983E	gain	1q24.3	cytoband	loss
BS_4GKH983E	gain	1q25.1	cytoband	loss
BS_4GKH983E	gain	1q25.2	cytoband	loss
BS_4GKH983E	gain	1q25.3	cytoband	loss
BS_4GKH983E	gain	1q31.1	cytoband	loss
BS_4GKH983E	gain	1q31.2	cytoband	loss
BS_4GKH983E	gain	1q31.3	cytoband	loss
BS_4GKH983E	gain	1q32.1	cytoband	loss
BS_4GKH983E	unstable	1q32.2	cytoband	loss
BS_4GKH983E	gain	ADAMTSL4-AS1	gene	loss
BS_4GKH983E	gain	MCL1	gene	loss
BS_5JC116NM	gain	ERC1	gene	loss
BS_5JC116NM	loss	ERC1	gene	gain
BS_5JC116NM	loss	WNT5B	gene	gain
BS_5JC116NM	gain	WNT5B	gene	loss
BS_5JC116NM	loss	CACNA1C	gene	gain
BS_5JC116NM	gain	CACNA1C	gene	loss
BS_5JC116NM	gain	PRMT8	gene	loss
BS_5JC116NM	loss	PRMT8	gene	gain
BS_5JC116NM	gain	CRACR2A	gene	loss
BS_5JC116NM	loss	CRACR2A	gene	gain
BS_5JC116NM	loss	PARP11	gene	gain
BS_5JC116NM	gain	CCND2	gene	loss
BS_5JC116NM	gain	PARP11	gene	loss
BS_5JC116NM	loss	CCND2	gene	gain
BS_5JC116NM	gain	RBM11	gene	loss
BS_5JC116NM	gain	DNMT3L	gene	loss
BS_5JC116NM	loss	TSPAN9	gene	gain
BS_5JC116NM	gain	TSPAN9	gene	loss
BS_5KK9P7XD	gain	19p13.3	cytoband	loss
BS_5KK9P7XD	gain	19p13.2	cytoband	loss
BS_5KK9P7XD	gain	19p13.13	cytoband	loss
BS_5KK9P7XD	gain	19p13.12	cytoband	loss
BS_5KK9P7XD	gain	19p13.11	cytoband	loss
BS_682Z7WH6	gain	PAK5	gene	loss
BS_682Z7WH6	gain	ITPR1	gene	loss
BS_6X2BQQGE	loss	LINC00958	gene	gain
BS_6X2BQQGE	gain	LINC00958	gene	loss
BS_7PKPNFFK	loss	TMTC3	gene	gain
BS_7PKPNFFK	gain	TMTC3	gene	loss
BS_7XZNDFV4	unstable	17q	arm	loss
BS_7XZNDFV4	unstable	21q	arm	loss
BS_823V5X6Z	gain	LCE1D	gene	loss
BS_823V5X6Z	gain	IRGQ	gene	loss
BS_823V5X6Z	gain	CDH4	gene	loss
BS_823V5X6Z	gain	GMEB2	gene	loss
BS_823V5X6Z	gain	MOV10L1	gene	loss
BS_823V5X6Z	loss	LINC01837	gene	gain
BS_823V5X6Z	gain	LINC01837	gene	loss
BS_83MSWR59	unstable	15q	arm	loss
BS_83MSWR59	unstable	21q	arm	loss
BS_83MSWR59	unstable	5p	arm	loss
BS_83MSWR59	gain	5q	arm	loss
BS_83MSWR59	gain	7p	arm	loss
BS_83MSWR59	unstable	7q	arm	loss
BS_83MSWR59	unstable	8p	arm	loss
BS_83MSWR59	gain	8q	arm	loss
BS_83MSWR59	gain	16p13.3	cytoband	loss
BS_83MSWR59	gain	16p13.2	cytoband	loss
BS_83MSWR59	gain	16p13.13	cytoband	loss
BS_83MSWR59	gain	16p13.12	cytoband	loss
BS_83MSWR59	gain	16p12.1	cytoband	loss
BS_83MSWR59	gain	16q12.1	cytoband	loss
BS_83MSWR59	gain	16q12.2	cytoband	loss
BS_83MSWR59	gain	16q13	cytoband	loss
BS_83MSWR59	gain	16q21	cytoband	loss
BS_83MSWR59	unstable	16q22.1	cytoband	loss
BS_83MSWR59	gain	16q23.1	cytoband	loss
BS_83MSWR59	gain	16q23.2	cytoband	loss
BS_83MSWR59	gain	16q23.3	cytoband	loss
BS_83MSWR59	gain	16q24.1	cytoband	loss
BS_83MSWR59	gain	16q24.2	cytoband	loss
BS_83MSWR59	unstable	19p13.2	cytoband	loss
BS_83MSWR59	gain	19p13.13	cytoband	loss
BS_83MSWR59	gain	19p13.12	cytoband	loss
BS_83MSWR59	unstable	19p13.11	cytoband	loss
BS_83MSWR59	gain	HS3ST2	gene	loss
BS_83MSWR59	gain	SCNN1G	gene	loss
BS_83MSWR59	gain	SCNN1B	gene	loss
BS_83MSWR59	gain	UBFD1	gene	loss
BS_83MSWR59	gain	DCTN5	gene	loss
BS_83MSWR59	gain	PLK1	gene	loss
BS_83MSWR59	gain	CHP2	gene	loss
BS_83MSWR59	gain	USP31	gene	loss
BS_83MSWR59	gain	COG7	gene	loss
BS_83MSWR59	gain	GGA2	gene	loss
BS_83MSWR59	gain	EARS2	gene	loss
BS_83MSWR59	gain	NDUFAB1	gene	loss
BS_83MSWR59	gain	PALB2	gene	loss
BS_83MSWR59	gain	ERN2	gene	loss
BS_83MSWR59	gain	CD2BP2-DT	gene	loss
BS_83MSWR59	gain	MYLPF	gene	loss
BS_83MSWR59	gain	ZNF48	gene	loss
BS_83MSWR59	gain	ZNF771	gene	loss
BS_83MSWR59	gain	ITGAL	gene	loss
BS_83MSWR59	gain	MIR4518	gene	loss
BS_83MSWR59	gain	LOC107984875	gene	loss
BS_83MSWR59	gain	PRR14	gene	loss
BS_83MSWR59	gain	FBRS	gene	loss
BS_83MSWR59	gain	SRCAP	gene	loss
BS_83MSWR59	gain	SNORA30	gene	loss
BS_83MSWR59	gain	TMEM265	gene	loss
BS_83MSWR59	gain	PHKG2	gene	loss
BS_83MSWR59	gain	RNF40	gene	loss
BS_83MSWR59	gain	MIR762HG	gene	loss
BS_83MSWR59	gain	MIR762	gene	loss
BS_83MSWR59	gain	CTF1	gene	loss
BS_83MSWR59	gain	FBXL19	gene	loss
BS_83MSWR59	gain	ORAI3	gene	loss
BS_83MSWR59	gain	SETD1A	gene	loss
BS_83MSWR59	gain	HSD3B7	gene	loss
BS_83MSWR59	gain	STX4	gene	loss
BS_83MSWR59	gain	ZNF646	gene	loss
BS_83MSWR59	gain	BCKDK	gene	loss
BS_83MSWR59	gain	KAT8	gene	loss
BS_83MSWR59	gain	FUS	gene	loss
BS_83MSWR59	gain	PYCARD-AS1	gene	loss
BS_83MSWR59	gain	TRIM72	gene	loss
BS_83MSWR59	gain	ITGAM	gene	loss
BS_83MSWR59	gain	ITGAX	gene	loss
BS_83MSWR59	gain	ITGAD	gene	loss
BS_83MSWR59	gain	ARMC5	gene	loss
BS_83MSWR59	gain	TGFB1I1	gene	loss
BS_83MSWR59	gain	SLC5A2	gene	loss
BS_83MSWR59	gain	AHSP	gene	loss
BS_83MSWR59	gain	CLUHP3	gene	loss
BS_83MSWR59	gain	ZNF720	gene	loss
BS_83MSWR59	gain	ZNF267	gene	loss
BS_83MSWR59	gain	SMG1P5	gene	loss
BS_83MSWR59	gain	CD2BP2	gene	loss
BS_83MSWR59	gain	TBC1D10B	gene	loss
BS_83MSWR59	gain	SEPTIN1	gene	loss
BS_83MSWR59	gain	SNORA80C	gene	loss
BS_83MSWR59	gain	DCTPP1	gene	loss
BS_83MSWR59	gain	SEPHS2	gene	loss
BS_83MSWR59	gain	ZNF768	gene	loss
BS_83MSWR59	gain	ZNF747	gene	loss
BS_83MSWR59	gain	ZNF764	gene	loss
BS_83MSWR59	gain	ZNF688	gene	loss
BS_83MSWR59	gain	ZNF785	gene	loss
BS_83MSWR59	gain	ZNF689	gene	loss
BS_83MSWR59	gain	LOC730183	gene	loss
BS_83MSWR59	gain	CCDC189	gene	loss
BS_83MSWR59	gain	ZNF629	gene	loss
BS_83MSWR59	gain	BCL7C	gene	loss
BS_83MSWR59	gain	MIR4519	gene	loss
BS_83MSWR59	gain	FBXL19-AS1	gene	loss
BS_83MSWR59	gain	STX1B	gene	loss
BS_83MSWR59	gain	ZNF668	gene	loss
BS_83MSWR59	gain	PRSS53	gene	loss
BS_83MSWR59	gain	VKORC1	gene	loss
BS_83MSWR59	gain	PRSS8	gene	loss
BS_83MSWR59	gain	PRSS36	gene	loss
BS_83MSWR59	gain	PYCARD	gene	loss
BS_83MSWR59	gain	PYDC1	gene	loss
BS_83MSWR59	gain	COX6A2	gene	loss
BS_83MSWR59	gain	ZNF843	gene	loss
BS_83MSWR59	gain	C16orf58	gene	loss
BS_83MSWR59	gain	FRG2KP	gene	loss
BS_83MSWR59	gain	VN1R3	gene	loss
BS_83MSWR59	gain	CTU2	gene	loss
BS_83MSWR59	gain	LOC339059	gene	loss
BS_83MSWR59	gain	CDT1	gene	loss
BS_83MSWR59	gain	TRAPPC2L	gene	loss
BS_83MSWR59	gain	LOC101927793	gene	loss
BS_83MSWR59	gain	LOC100129697	gene	loss
BS_83MSWR59	gain	ACSF3	gene	loss
BS_83MSWR59	gain	LINC00304	gene	loss
BS_83MSWR59	gain	LINC02138	gene	loss
BS_83MSWR59	gain	CDH15	gene	loss
BS_83MSWR59	gain	ZNF778	gene	loss
BS_83MSWR59	gain	LOC105371414	gene	loss
BS_83MSWR59	gain	LOC100287036	gene	loss
BS_83MSWR59	gain	SPG7	gene	loss
BS_83MSWR59	gain	RPL13	gene	loss
BS_83MSWR59	gain	CPNE7	gene	loss
BS_83MSWR59	gain	DPEP1	gene	loss
BS_83MSWR59	gain	SPATA33	gene	loss
BS_83MSWR59	gain	CDK10	gene	loss
BS_83MSWR59	gain	VPS9D1-AS1	gene	loss
BS_83MSWR59	gain	ZNF276	gene	loss
BS_83MSWR59	gain	SPIRE2	gene	loss
BS_83MSWR59	gain	TCF25	gene	loss
BS_83MSWR59	gain	MC1R	gene	loss
BS_83MSWR59	gain	TUBB3	gene	loss
BS_83MSWR59	gain	DEF8	gene	loss
BS_83MSWR59	gain	AFG3L1P	gene	loss
BS_83MSWR59	gain	GAS8	gene	loss
BS_83MSWR59	gain	PIEZO1	gene	loss
BS_83MSWR59	gain	MIR4722	gene	loss
BS_83MSWR59	gain	APRT	gene	loss
BS_83MSWR59	gain	GALNS	gene	loss
BS_83MSWR59	gain	PABPN1L	gene	loss
BS_83MSWR59	gain	CBFA2T3	gene	loss
BS_83MSWR59	gain	SLC22A31	gene	loss
BS_83MSWR59	gain	ANKRD11	gene	loss
BS_83MSWR59	gain	CHMP1A	gene	loss
BS_83MSWR59	gain	LINC02166	gene	loss
BS_83MSWR59	gain	SPATA2L	gene	loss
BS_83MSWR59	gain	VPS9D1	gene	loss
BS_83MSWR59	gain	FANCA	gene	loss
BS_83MSWR59	gain	CENPBD1	gene	loss
BS_83MSWR59	gain	DBNDD1	gene	loss
BS_83MSWR59	gain	GAS8-AS1	gene	loss
BS_83MSWR59	gain	URAHP	gene	loss
BS_83MSWR59	gain	PRDM7	gene	loss
BS_83MSWR59	gain	PRKCB	gene	loss
BS_83MSWR59	gain	RNF166	gene	loss
BS_8D52JK1Q	unstable	15q	arm	loss
BS_8D52JK1Q	gain	20p	arm	loss
BS_8D52JK1Q	gain	20q	arm	loss
BS_8D52JK1Q	gain	22q11.23	cytoband	loss
BS_8D52JK1Q	gain	22q12.1	cytoband	loss
BS_8D52JK1Q	gain	22q12.2	cytoband	loss
BS_8D52JK1Q	gain	22q12.3	cytoband	loss
BS_8D52JK1Q	gain	22q13.1	cytoband	loss
BS_8D52JK1Q	gain	22q13.2	cytoband	loss
BS_8D52JK1Q	gain	22q13.31	cytoband	loss
BS_8D52JK1Q	gain	22q13.32	cytoband	loss
BS_8D52JK1Q	gain	22q13.33	cytoband	loss
BS_8D52JK1Q	gain	IL17RA	gene	loss
BS_8D52JK1Q	gain	LINC01664	gene	loss
BS_8D52JK1Q	gain	HDHD5-AS1	gene	loss
BS_8D52JK1Q	gain	SLC25A18	gene	loss
BS_8D52JK1Q	gain	BCL2L13	gene	loss
BS_8D52JK1Q	gain	LINC00528	gene	loss
BS_8D52JK1Q	gain	LINC01634	gene	loss
BS_8D52JK1Q	gain	PEX26	gene	loss
BS_8D52JK1Q	gain	TUBA8	gene	loss
BS_8D52JK1Q	gain	TMEM121B	gene	loss
BS_8D52JK1Q	gain	HDHD5	gene	loss
BS_8D52JK1Q	gain	ADA2	gene	loss
BS_8D52JK1Q	gain	CECR3	gene	loss
BS_8D52JK1Q	gain	ATP6V1E1	gene	loss
BS_8D52JK1Q	gain	BID	gene	loss
BS_8D52JK1Q	gain	MIR3198-1	gene	loss
BS_8D52JK1Q	gain	MICAL3	gene	loss
BS_8D52JK1Q	gain	MIR648	gene	loss
BS_8D52JK1Q	gain	DGCR5	gene	loss
BS_8D52JK1Q	gain	TSSK2	gene	loss
BS_8D52JK1Q	gain	MRPL40	gene	loss
BS_8D52JK1Q	gain	CDC45	gene	loss
BS_8D52JK1Q	gain	SEPTIN5	gene	loss
BS_8D52JK1Q	gain	GP1BB	gene	loss
BS_8D52JK1Q	gain	TBX1	gene	loss
BS_8D52JK1Q	gain	COMT	gene	loss
BS_8D52JK1Q	gain	MIR4761	gene	loss
BS_8D52JK1Q	gain	TANGO2	gene	loss
BS_8D52JK1Q	gain	MIR185	gene	loss
BS_8D52JK1Q	gain	DGCR8	gene	loss
BS_8D52JK1Q	gain	MIR3618	gene	loss
BS_8D52JK1Q	gain	MIR1306	gene	loss
BS_8D52JK1Q	gain	RANBP1	gene	loss
BS_8D52JK1Q	gain	SNORA77B	gene	loss
BS_8D52JK1Q	gain	ZDHHC8	gene	loss
BS_8D52JK1Q	gain	LINC00896	gene	loss
BS_8D52JK1Q	gain	FAM230G	gene	loss
BS_8D52JK1Q	gain	ZNF74	gene	loss
BS_8D52JK1Q	gain	MED15	gene	loss
BS_8D52JK1Q	gain	TMEM191A	gene	loss
BS_8D52JK1Q	gain	SERPIND1	gene	loss
BS_8D52JK1Q	gain	SNAP29	gene	loss
BS_8D52JK1Q	gain	CRKL	gene	loss
BS_8D52JK1Q	gain	LINC01637	gene	loss
BS_8D52JK1Q	gain	AIFM3	gene	loss
BS_8D52JK1Q	gain	LZTR1	gene	loss
BS_8D52JK1Q	gain	THAP7-AS1	gene	loss
BS_8D52JK1Q	gain	P2RX6	gene	loss
BS_8D52JK1Q	gain	LRRC74B	gene	loss
BS_8D52JK1Q	gain	DGCR2	gene	loss
BS_8D52JK1Q	gain	DGCR11	gene	loss
BS_8D52JK1Q	gain	ESS2	gene	loss
BS_8D52JK1Q	gain	GSC2	gene	loss
BS_8D52JK1Q	gain	SLC25A1	gene	loss
BS_8D52JK1Q	gain	CLTCL1	gene	loss
BS_8D52JK1Q	gain	HIRA	gene	loss
BS_8D52JK1Q	gain	C22orf39	gene	loss
BS_8D52JK1Q	gain	UFD1	gene	loss
BS_8D52JK1Q	gain	CLDN5	gene	loss
BS_8D52JK1Q	gain	GNB1L	gene	loss
BS_8D52JK1Q	gain	RTL10	gene	loss
BS_8D52JK1Q	gain	TXNRD2	gene	loss
BS_8D52JK1Q	gain	ARVCF	gene	loss
BS_8D52JK1Q	gain	TRMT2A	gene	loss
BS_8D52JK1Q	gain	MIR6816	gene	loss
BS_8D52JK1Q	gain	CCDC188	gene	loss
BS_8D52JK1Q	gain	LOC284865	gene	loss
BS_8D52JK1Q	gain	RTN4R	gene	loss
BS_8D52JK1Q	gain	MIR1286	gene	loss
BS_8D52JK1Q	gain	DGCR6L	gene	loss
BS_8D52JK1Q	gain	USP41	gene	loss
BS_8D52JK1Q	gain	SCARF2	gene	loss
BS_8D52JK1Q	gain	KLHL22	gene	loss
BS_8D52JK1Q	gain	PI4KA	gene	loss
BS_8D52JK1Q	gain	THAP7	gene	loss
BS_8D52JK1Q	gain	TUBA3FP	gene	loss
BS_8D52JK1Q	gain	SLC7A4	gene	loss
BS_8D52JK1Q	gain	MIR649	gene	loss
BS_8D52JK1Q	gain	UBE2L3	gene	loss
BS_8D52JK1Q	gain	CCDC116	gene	loss
BS_8D52JK1Q	gain	SDF2L1	gene	loss
BS_8D52JK1Q	gain	MIR301B	gene	loss
BS_8D52JK1Q	gain	MIR130B	gene	loss
BS_8D52JK1Q	gain	PPIL2	gene	loss
BS_8D52JK1Q	gain	YDJC	gene	loss
BS_8D52JK1Q	gain	MAPK1	gene	loss
BS_8D52JK1Q	gain	PPM1F	gene	loss
BS_8D52JK1Q	gain	TOP3B	gene	loss
BS_8D52JK1Q	gain	GINS4	gene	loss
BS_8D52JK1Q	loss	LINC01606	gene	gain
BS_8D52JK1Q	gain	LINC01606	gene	loss
BS_8D52JK1Q	gain	PPP1R16A	gene	loss
BS_8D52JK1Q	loss	PPP1R16A	gene	gain
BS_8D52JK1Q	gain	CECR2	gene	loss
BS_8D52JK1Q	gain	YPEL1	gene	loss
BS_8D52JK1Q	gain	GNAZ	gene	loss
BS_8D52JK1Q	gain	RSPH14	gene	loss
BS_8SYN7GXG	gain	CERS3	gene	loss
BS_8SYN7GXG	loss	CERS3	gene	gain
BS_8YQGSMDK	gain	PWRN1	gene	loss
BS_A4KYP5H0	unstable	17q	arm	loss
BS_A4KYP5H0	unstable	7p	arm	loss
BS_A4KYP5H0	unstable	7q	arm	loss
BS_A4KYP5H0	gain	9p24.2	cytoband	loss
BS_A4KYP5H0	gain	9p24.1	cytoband	loss
BS_A4KYP5H0	gain	9p23	cytoband	loss
BS_A4KYP5H0	gain	9p22.3	cytoband	loss
BS_A4KYP5H0	gain	9p22.2	cytoband	loss
BS_A4KYP5H0	gain	9p22.1	cytoband	loss
BS_A4KYP5H0	gain	9p21.3	cytoband	loss
BS_A4KYP5H0	gain	9p21.2	cytoband	loss
BS_A4KYP5H0	gain	9p21.1	cytoband	loss
BS_A4KYP5H0	unstable	9p13.3	cytoband	loss
BS_A4KYP5H0	unstable	9q21.12	cytoband	loss
BS_A4KYP5H0	gain	9q21.13	cytoband	loss
BS_A4KYP5H0	gain	9q21.2	cytoband	loss
BS_A4KYP5H0	gain	9q21.31	cytoband	loss
BS_A4KYP5H0	gain	9q21.32	cytoband	loss
BS_A4KYP5H0	gain	9q21.33	cytoband	loss
BS_A4KYP5H0	unstable	9q32	cytoband	loss
BS_A4KYP5H0	gain	9q33.1	cytoband	loss
BS_A4KYP5H0	gain	9q33.2	cytoband	loss
BS_A4KYP5H0	gain	9q33.3	cytoband	loss
BS_A4KYP5H0	gain	9q34.11	cytoband	loss
BS_A4KYP5H0	gain	9q34.12	cytoband	loss
BS_A4KYP5H0	gain	9q34.13	cytoband	loss
BS_A4KYP5H0	gain	9q34.2	cytoband	loss
BS_A4KYP5H0	gain	DOCK8	gene	loss
BS_A4KYP5H0	gain	KANK1	gene	loss
BS_A4KYP5H0	gain	DMRT1	gene	loss
BS_A4KYP5H0	gain	DMRT3	gene	loss
BS_A4KYP5H0	gain	H3P29	gene	loss
BS_A4KYP5H0	gain	DMRT2	gene	loss
BS_A4KYP5H0	gain	SMARCA2	gene	loss
BS_A4KYP5H0	gain	COL5A1	gene	loss
BS_A4KYP5H0	gain	FCN2	gene	loss
BS_A4KYP5H0	gain	OLFM1	gene	loss
BS_A4KYP5H0	gain	C9orf62	gene	loss
BS_A4KYP5H0	gain	PPP1R26	gene	loss
BS_A4KYP5H0	gain	MRPS2	gene	loss
BS_A4KYP5H0	gain	LCN1	gene	loss
BS_A4KYP5H0	gain	OBP2A	gene	loss
BS_A4KYP5H0	gain	PAEP	gene	loss
BS_A4KYP5H0	gain	LINC01502	gene	loss
BS_A4KYP5H0	gain	LOC102723971	gene	loss
BS_A4KYP5H0	gain	LCN9	gene	loss
BS_A4KYP5H0	gain	KCNT1	gene	loss
BS_A4KYP5H0	gain	GPSM1	gene	loss
BS_A4KYP5H0	gain	PMPCA	gene	loss
BS_A4KYP5H0	gain	C9orf163	gene	loss
BS_A4KYP5H0	gain	EGFL7	gene	loss
BS_A4KYP5H0	gain	MIR126	gene	loss
BS_A4KYP5H0	gain	DIPK1B	gene	loss
BS_A4KYP5H0	gain	TMEM141	gene	loss
BS_A4KYP5H0	gain	CCDC183	gene	loss
BS_A4KYP5H0	gain	RABL6	gene	loss
BS_A4KYP5H0	gain	MIR4292	gene	loss
BS_A4KYP5H0	gain	AJM1	gene	loss
BS_A4KYP5H0	gain	PHPT1	gene	loss
BS_A4KYP5H0	gain	MAMDC4	gene	loss
BS_A4KYP5H0	gain	TRAF2	gene	loss
BS_A4KYP5H0	gain	MIR4479	gene	loss
BS_A4KYP5H0	gain	C8G	gene	loss
BS_A4KYP5H0	gain	LCN12	gene	loss
BS_A4KYP5H0	gain	PTGDS	gene	loss
BS_A4KYP5H0	gain	LCNL1	gene	loss
BS_A4KYP5H0	gain	PAXX	gene	loss
BS_A4KYP5H0	gain	C9orf139	gene	loss
BS_A4KYP5H0	gain	UAP1L1	gene	loss
BS_A4KYP5H0	gain	MAN1B1	gene	loss
BS_A4KYP5H0	gain	GRIN1	gene	loss
BS_A4KYP5H0	gain	SSNA1	gene	loss
BS_A4KYP5H0	gain	NDOR1	gene	loss
BS_A4KYP5H0	gain	CYSRT1	gene	loss
BS_A4KYP5H0	gain	RNF224	gene	loss
BS_A4KYP5H0	gain	SLC34A3	gene	loss
BS_A4KYP5H0	gain	TUBB4B	gene	loss
BS_A4KYP5H0	gain	STPG3	gene	loss
BS_A4KYP5H0	gain	NELFB	gene	loss
BS_A4KYP5H0	gain	TOR4A	gene	loss
