Kids_First_Biospecimen_ID	chrom	start	end	number_DEL	number_DUP	number_h2hINV	number_t2tINV	number_TRA	clusterSize_including_TRA	number_SVs_sample	number_CNV_segments	pval_fragment_joins	chr_breakpoint_enrichment	pval_exp_chr	pval_exp_cluster	max_number_oscillating_CN_segments_2_states	max_number_oscillating_CN_segments_3_states	number_CN_segments_chr	max_number_oscillating_CN_segments_2_states_chr	max_number_oscillating_CN_segments_3_states_chr	inter_number_DEL	inter_number_h2hINV	inter_number_t2tINV	inter_number_DUP	inter_pval_fragment_joins	inter_other_chroms	inter_other_chroms_coords_all	fdr_fragment_joins	fdr_chr_breakpoint_enrichment	fdr_exp_cluster	call_any_conf	call_high_conf	call_low_conf
BS_2VB8649B	21	NA	NA	0	0	0	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_2VB8649B	22	NA	NA	0	0	0	0	0	0	5	NA	NA	0.000141008053643024	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.00197714518226347	NA	0	0	0
BS_2VB8649B	X	7890540	7890937	1	0	0	0	0	1	5	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_MW74GF38	1	1068747	1068825	0	1	0	0	0	1	52	1	0.391625176271089	0.0304890164457199	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.111853422009056	NA	0	0	0
BS_MW74GF38	2	178436416	178447385	2	0	0	0	0	2	52	1	0.111610225094713	0.436824451985262	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.551218591661897	NA	0	0	0
BS_MW74GF38	3	NA	NA	0	0	0	0	0	0	52	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	1	NA	0	0	0
BS_MW74GF38	4	NA	NA	0	0	0	0	0	0	52	NA	NA	0.0641140132831814	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.170467163545858	NA	0	0	0
BS_MW74GF38	5	NA	NA	0	0	0	0	0	0	52	NA	NA	0.0526374031242007	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.154211563848861	NA	0	0	0
BS_MW74GF38	6	29883031	29937985	0	1	0	0	0	1	52	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_MW74GF38	7	NA	NA	0	0	0	0	0	0	52	NA	NA	0.000147375124104118	1.11022302462516e-16	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.00205904101962611	NA	0	0	0
BS_MW74GF38	8	19865724	51790880	0	1	0	1	0	2	52	1	0.572406704470879	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	1	NA	0	0	0
BS_MW74GF38	9	89729995	89730552	0	1	0	0	0	1	52	1	0.391625176271089	0.226872762368472	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.376922245067439	NA	0	0	0
BS_MW74GF38	10	39518012	61048313	2	0	0	0	0	2	52	1	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_MW74GF38	11	NA	NA	0	0	0	0	0	0	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_MW74GF38	12	9322609	56284690	3	1	1	0	1	6	52	1	0.343030146138244	0.0468500937510655	NA	1.57015424806506e-06	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.144219108389468	2.25693142899862e-06	0	0	0
BS_MW74GF38	13	22962833	24388200	1	1	0	0	0	2	52	1	0.572406704470879	0.187005427893243	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.335590088978735	NA	0	0	0
BS_MW74GF38	14	NA	NA	0	0	0	0	0	0	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_MW74GF38	15	74955206	100487464	1	1	0	0	0	2	52	1	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	NA	NA	0	0	0
BS_MW74GF38	16	34729479	34730033	0	1	0	0	0	1	52	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_MW74GF38	17	21339441	21748577	0	0	1	0	0	1	52	1	0.391625176271089	0.467953203634893	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.574706864572949	NA	0	0	0
BS_MW74GF38	18	NA	NA	0	0	0	0	0	0	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_MW74GF38	19	21310121	22464362	0	0	0	2	1	3	52	1	0.0292908865348883	0.0196887146918324	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.507358120805389	0.0844233670527385	NA	0	0	0
BS_MW74GF38	20	29308338	29755143	1	1	0	0	0	2	52	1	0.572406704470879	0.0127919762898297	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.0625267112609086	NA	0	0	0
BS_MW74GF38	21	44591986	44601212	0	0	0	1	0	1	52	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_MW74GF38	22	NA	NA	0	0	0	0	0	0	52	NA	NA	0.000146960827247359	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.00205569996254471	NA	0	0	0
BS_MW74GF38	X	980954	82736674	1	2	0	0	1	4	52	1	0.111610225094713	0.050451022893762	NA	0.00836592403590908	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.150973627148655	0.00910964080473298	0	0	0
BS_3JE2T7AR	1	211101808	248651909	1	0	0	1	0	2	48	1	0.572406704470879	0.0396236703488978	NA	NA	NA	NA	4	4	4	0	0	0	0	NA		 	0.618291523145437	0.13289502584564	NA	0	0	0
BS_3JE2T7AR	2	180307461	180308651	0	0	1	1	0	2	48	1	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	NA	NA	0	0	0
BS_3JE2T7AR	3	NA	NA	0	0	0	0	0	0	48	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	1	NA	0	0	0
BS_3JE2T7AR	4	119397760	165281787	1	1	0	0	0	2	48	1	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	NA	NA	0	0	0
BS_3JE2T7AR	5	NA	NA	0	0	0	0	0	0	48	NA	NA	0.0190435664280001	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	NA	0.0840523864607029	NA	0	0	0
BS_3JE2T7AR	6	29806670	29989530	2	1	0	0	0	3	48	2	0.299780588595712	0.0782893774197731	NA	0	NA	NA	3	3	3	0	0	0	0	NA		 	0.519796354472894	0.191095543408603	0	0	0	0
BS_3JE2T7AR	7	29633196	38266740	1	1	0	0	0	2	48	1	0.572406704470879	0.60892594202887	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.68471609053353	NA	0	0	0
BS_3JE2T7AR	8	NA	NA	0	0	0	0	0	0	48	NA	NA	0.000132021246903416	0.000166604524415859	NA	NA	NA	7	7	7	0	0	0	0	NA		 	NA	0.00188951384592498	NA	0	0	0
BS_3JE2T7AR	9	14171093	131243746	5	0	1	0	1	7	48	1	0.0379370362592693	0.0391476056169937	NA	5.68812696943866e-09	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.132021925149724	9.53608712623638e-09	0	0	0
BS_3JE2T7AR	10	NA	NA	0	0	0	0	0	0	48	NA	NA	0.182506443536857	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.329230886183321	NA	0	0	0
BS_3JE2T7AR	11	65032770	108209740	1	1	0	0	0	2	48	1	0.572406704470879	0.555081171622309	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.642235813248064	NA	0	0	0
BS_3JE2T7AR	12	78107192	78130759	1	0	0	0	0	1	48	1	0.391625176271089	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_3JE2T7AR	13	NA	NA	0	0	0	0	0	0	48	NA	NA	0.114693443666623	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.245628148699176	NA	0	0	0
BS_3JE2T7AR	14	39334366	106353960	1	1	0	0	0	2	48	3	0.572406704470879	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	NA	NA	0	0	0
BS_3JE2T7AR	15	NA	NA	0	0	0	0	0	0	48	NA	NA	0.0794512384014565	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.192454021440556	NA	0	0	0
BS_3JE2T7AR	16	29001604	82276583	2	0	0	0	0	2	48	1	0.111610225094713	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	NA	NA	0	0	0
BS_3JE2T7AR	17	19797261	20636537	1	0	1	0	0	2	48	1	0.572406704470879	0.372749262603517	NA	NA	NA	NA	16	13	13	0	0	0	0	NA		 	0.618291523145437	0.502363957959908	NA	0	0	0
BS_3JE2T7AR	18	NA	NA	0	0	0	0	0	0	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_3JE2T7AR	19	40940279	41008299	0	1	0	0	0	1	48	1	0.391625176271089	0.0433431018168864	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.142207057009499	NA	0	0	0
BS_3JE2T7AR	20	36458250	36458573	1	0	0	0	0	1	48	1	0.391625176271089	0.30915396771667	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.451834491297987	NA	0	0	0
BS_3JE2T7AR	21	NA	NA	0	0	0	0	0	0	48	NA	NA	0.0180386884950209	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.0808784329423947	NA	0	0	0
BS_3JE2T7AR	22	NA	NA	0	0	0	0	0	0	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_3JE2T7AR	X	NA	NA	0	0	0	0	0	0	48	NA	NA	0.585241500507355	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.665284216384572	NA	0	0	0
BS_B1X2SB4P	1	NA	NA	0	0	0	0	0	0	44	NA	NA	0.247215776873726	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.393880580693734	NA	0	0	0
BS_B1X2SB4P	2	62818096	162752764	2	0	0	0	1	3	44	1	0.299780588595712	0.0839942707174797	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.197744585986026	NA	0	0	0
BS_B1X2SB4P	3	19996885	48321952	1	1	0	0	0	2	44	1	0.572406704470879	0.0639922617629314	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.170297774160944	NA	0	0	0
BS_B1X2SB4P	4	NA	NA	0	0	0	0	0	0	44	NA	NA	1	NA	NA	NA	NA	5	5	5	0	0	0	0	NA		 	NA	1	NA	0	0	0
BS_B1X2SB4P	5	697405	93973166	1	1	0	0	2	4	44	1	0.111610225094713	0.00393427166473647	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.0259834621594526	NA	0	0	0
BS_B1X2SB4P	6	NA	NA	0	0	0	0	0	0	44	NA	NA	0.383984230331711	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	0.512073375103946	NA	0	0	0
BS_B1X2SB4P	7	117622	182410	1	0	0	0	0	1	44	1	0.391625176271089	0.0280212179590878	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.105032581912441	NA	0	0	0
BS_B1X2SB4P	8	26054794	26054851	0	0	1	0	0	1	44	1	0.391625176271089	0.0987620569039156	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.221619789641368	NA	0	0	0
BS_B1X2SB4P	9	65285634	65735658	0	0	1	0	0	1	44	1	0.391625176271089	0.21229726777339	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.519796354472894	0.362311421682643	NA	0	0	0
BS_B1X2SB4P	10	NA	NA	0	0	0	0	0	0	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	NA	NA	NA	0	0	0
BS_B1X2SB4P	11	66916912	67739882	1	1	0	0	0	2	44	1	0.572406704470879	0.273020651475311	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.41842379893541	NA	0	0	0
BS_B1X2SB4P	12	27874133	48842304	1	1	0	0	0	2	44	1	0.572406704470879	0.275739730142266	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA		 	0.618291523145437	0.421145428546282	NA	0	0	0
