hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_IL6_JAK_STAT3_SIGNALING	13.42670182843426	7.045514346085287e-97	3.5227571730426434e-95	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	14.718452867160764	1.2040431758815443e-105	6.020215879407721e-104	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	13.638956147484198	2.419032532668139e-98	1.2095162663340695e-96	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	13.994989899052868	8.884304884368475e-101	4.4421524421842374e-99	TRUE
HALLMARK_KRAS_SIGNALING_DN	8.950124483344977	1.1879946560576568e-63	5.939973280288284e-62	TRUE
HALLMARK_KRAS_SIGNALING_UP	13.514743871272668	1.735359627384135e-97	8.676798136920675e-96	TRUE
HALLMARK_MITOTIC_SPINDLE	8.562509640017694	1.4868303469942475e-60	7.434151734971237e-59	TRUE
HALLMARK_MTORC1_SIGNALING	5.161431251870061	5.374244697236557e-32	2.6871223486182785e-30	TRUE
HALLMARK_MYC_TARGETS_V1	12.024923162986315	5.776165179426682e-87	2.8880825897133407e-85	TRUE
HALLMARK_MYC_TARGETS_V2	12.419251085925966	8.499405864427038e-90	4.249702932213519e-88	TRUE
HALLMARK_MYOGENESIS	15.605450646748931	1.7952897431365208e-111	8.976448715682604e-110	TRUE
HALLMARK_NOTCH_SIGNALING	12.890981037949146	3.856827450421671e-93	1.9284137252108355e-91	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	3.096013976773147	2.8955516607946773e-14	1.4477758303973387e-12	TRUE
HALLMARK_P53_PATHWAY	10.339505744710726	1.8440313156345482e-74	9.22015657817274e-73	TRUE
HALLMARK_PANCREAS_BETA_CELLS	6.259746839719726	1.879145016874457e-41	9.395725084372286e-40	TRUE
HALLMARK_PEROXISOME	5.550249464608491	2.3199229554058828e-35	1.1599614777029414e-33	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	5.247739143597754	9.599332781129306e-33	4.799666390564653e-31	TRUE
HALLMARK_PROTEIN_SECRETION	7.026116537075926	6.184679514434477e-48	3.0923397572172385e-46	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	4.655713145425055	1.320494334924474e-27	6.60247167462237e-26	TRUE
HALLMARK_SPERMATOGENESIS	13.720950931578	6.614826775271237e-99	3.3074133876356183e-97	TRUE
HALLMARK_TGF_BETA_SIGNALING	8.545634709909441	2.0319680317905202e-60	1.01598401589526e-58	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	11.49890946735556	3.9269292256644544e-83	1.963464612832227e-81	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	5.808254928718255	1.3864193969911068e-37	6.932096984955534e-36	TRUE
HALLMARK_UV_RESPONSE_DN	12.024728785832957	5.79487754967184e-87	2.8974387748359203e-85	TRUE
HALLMARK_UV_RESPONSE_UP	4.509110664690228	2.4758237365131375e-26	1.2379118682565688e-24	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	4.347532082654704	6.2444115422904455e-25	3.122205771145223e-23	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	11.752811945931303	5.449549853741185e-85	2.7247749268705924e-83	TRUE
