hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_KRAS_SIGNALING_DN	9.479883597302166	6.362451347986643e-65	3.181225673993321e-63	TRUE
HALLMARK_KRAS_SIGNALING_UP	14.771230884762087	2.053857577810559e-101	1.0269287889052794e-99	TRUE
HALLMARK_MITOTIC_SPINDLE	7.93074226772498	4.518773012688594e-53	2.2593865063442972e-51	TRUE
HALLMARK_MTORC1_SIGNALING	4.3271627478047465	9.568947112967588e-24	4.784473556483793e-22	TRUE
HALLMARK_MYC_TARGETS_V1	10.33670692751662	3.0371266790669424e-71	1.518563339533471e-69	TRUE
HALLMARK_MYC_TARGETS_V2	10.797837442487696	1.4096269791615269e-74	7.048134895807634e-73	TRUE
HALLMARK_MYOGENESIS	17.283014131778256	8.495809768462538e-117	4.247904884231269e-115	TRUE
HALLMARK_NOTCH_SIGNALING	13.567295515333933	1.2643499363758e-93	6.321749681879e-92	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.7244127519731	7.811129794524861e-11	3.905564897262431e-9	TRUE
HALLMARK_P53_PATHWAY	11.994367799221898	5.238618557733439e-83	2.6193092788667197e-81	TRUE
HALLMARK_PANCREAS_BETA_CELLS	5.544740974899584	7.6921097142575085e-34	3.8460548571287544e-32	TRUE
HALLMARK_PEROXISOME	6.460616551954434	2.4128583868747624e-41	1.2064291934373812e-39	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	5.213262244068896	4.244625682364736e-31	2.1223128411823679e-29	TRUE
HALLMARK_PROTEIN_SECRETION	6.89032918452081	8.127228583811883e-45	4.063614291905941e-43	TRUE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	5.023358346964916	1.5940212194544307e-29	7.9701060972721535e-28	TRUE
HALLMARK_SPERMATOGENESIS	12.972104253690205	1.1459421626499656e-89	5.729710813249828e-88	TRUE
HALLMARK_TGF_BETA_SIGNALING	8.659781979374783	1.023770711363624e-58	5.11885355681812e-57	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	11.83698660937243	6.459486270297963e-82	3.2297431351489814e-80	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	4.737963519744213	3.730627843407212e-27	1.8653139217036059e-25	TRUE
HALLMARK_UV_RESPONSE_DN	11.987317367864785	5.861073703157226e-83	2.930536851578613e-81	TRUE
HALLMARK_UV_RESPONSE_UP	3.6021906691878414	8.840748528676776e-18	4.420374264338388e-16	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	4.41553889057944	1.770815479879264e-24	8.854077399396319e-23	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	14.62446481036459	1.7663849452493923e-100	8.831924726246961e-99	TRUE
