hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_INTERFERON_ALPHA_RESPONSE	11.89897792146568	1.8945946714147883e-98	9.472973357073943e-97	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	11.908108486259641	1.6032558606641332e-98	8.016279303320666e-97	TRUE
HALLMARK_KRAS_SIGNALING_DN	7.7467892594742676	9.639469560475584e-63	4.8197347802377926e-61	TRUE
HALLMARK_KRAS_SIGNALING_UP	13.058626718968572	1.8222269735640116e-107	9.111134867820057e-106	TRUE
HALLMARK_MITOTIC_SPINDLE	7.51917915894672	1.2790820423567278e-60	6.395410211783639e-59	TRUE
HALLMARK_MTORC1_SIGNALING	4.318529620964018	3.807092895344328e-29	1.9035464476721642e-27	TRUE
HALLMARK_MYC_TARGETS_V1	9.60858725227945	1.89490229681847e-79	9.47451148409235e-78	TRUE
HALLMARK_MYC_TARGETS_V2	10.39594352974447	3.625380392283843e-86	1.8126901961419216e-84	TRUE
HALLMARK_MYOGENESIS	16.519061558498862	2.9315071463458777e-132	1.4657535731729389e-130	TRUE
HALLMARK_NOTCH_SIGNALING	11.608247624331913	3.9755452244661665e-96	1.9877726122330831e-94	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.9673987024908226	1.3427850547945074e-15	6.713925273972537e-14	TRUE
HALLMARK_P53_PATHWAY	10.562656972387257	1.4536747129337451e-87	7.268373564668725e-86	TRUE
HALLMARK_PANCREAS_BETA_CELLS	5.455283973270334	1.2954931386123045e-40	6.477465693061523e-39	TRUE
HALLMARK_PEROXISOME	5.853678751870088	1.4224552837114952e-44	7.112276418557476e-43	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	4.691293304277529	6.324480030315444e-33	3.162240015157722e-31	TRUE
HALLMARK_PROTEIN_SECRETION	6.203449499787044	5.154076938622971e-48	2.5770384693114856e-46	TRUE
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	4.314374894803178	4.19524459421204e-29	2.09762229710602e-27	TRUE
HALLMARK_SPERMATOGENESIS	10.521268842146165	3.224279879386442e-87	1.612139939693221e-85	TRUE
HALLMARK_TGF_BETA_SIGNALING	7.853741851313051	9.83072748656987e-64	4.915363743284934e-62	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	9.971414043030565	1.434472929740139e-82	7.1723646487006945e-81	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	4.835809085522055	2.1836022840216465e-34	1.0918011420108232e-32	TRUE
HALLMARK_UV_RESPONSE_DN	11.084402104772797	7.036413072469587e-92	3.5182065362347934e-90	TRUE
HALLMARK_UV_RESPONSE_UP	3.8207005951447495	4.240106458169197e-24	2.1200532290845985e-22	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	4.359826211879819	1.4504925549353481e-29	7.25246277467674e-28	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	12.343100035805113	6.007192385539717e-102	3.003596192769858e-100	TRUE
