hallmark_name	comparison	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_GLYCOLYSIS	Medulloblastoma-Embryonal Tumor	0.09183888747863342	0.9887585566124749	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	HGAT-ETMR	-0.25996642156368205	0.752003832176318	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Medulloblastoma-ETMR	-0.2538285825031851	0.8987158192127972	1	FALSE	FALSE
HALLMARK_GLYCOLYSIS	Medulloblastoma-HGAT	0.006137839060496933	0.9999952583130336	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	ETMR-Embryonal Tumor	0.02535108711242358	0.999706453289054	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	HGAT-Embryonal Tumor	-0.06895725388058457	0.9472039031347887	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Medulloblastoma-Embryonal Tumor	-0.0237183728938117	0.9997594928294946	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	HGAT-ETMR	-0.09430834099300814	0.9805623065585782	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Medulloblastoma-ETMR	-0.04906946000623528	0.9989530112154359	1	FALSE	FALSE
HALLMARK_HEDGEHOG_SIGNALING	Medulloblastoma-HGAT	0.04523888098677287	0.9977568803167661	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	ETMR-Embryonal Tumor	-0.02812842009742822	0.9989768341410423	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	HGAT-Embryonal Tumor	0.26500778478234105	0.02882512716902197	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Medulloblastoma-Embryonal Tumor	0.058792005834417904	0.9909022073866718	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	HGAT-ETMR	0.29313620487976927	0.36919555541498883	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Medulloblastoma-ETMR	0.08692042593184612	0.9856543365501766	1	FALSE	FALSE
HALLMARK_HEME_METABOLISM	Medulloblastoma-HGAT	-0.20621577894792317	0.6613149253120847	1	FALSE	FALSE
HALLMARK_HYPOXIA	ETMR-Embryonal Tumor	0.17234528395000143	0.9517972820757586	1	FALSE	FALSE
HALLMARK_HYPOXIA	HGAT-Embryonal Tumor	0.2864137957143411	0.24333982197744208	1	FALSE	FALSE
HALLMARK_HYPOXIA	Medulloblastoma-Embryonal Tumor	0.19946418034976915	0.9279383407221112	1	FALSE	FALSE
HALLMARK_HYPOXIA	HGAT-ETMR	0.1140685117643397	0.9800443974437887	1	FALSE	FALSE
HALLMARK_HYPOXIA	Medulloblastoma-ETMR	0.02711889639976771	0.9998966989705346	1	FALSE	FALSE
HALLMARK_HYPOXIA	Medulloblastoma-HGAT	-0.08694961536457199	0.9909416664518949	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	ETMR-Embryonal Tumor	0.24404885197901358	0.870817816269036	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	HGAT-Embryonal Tumor	0.37863897798562807	0.06353876874233533	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Medulloblastoma-Embryonal Tumor	0.055906990150264346	0.9980813181484576	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	HGAT-ETMR	0.13459012600661452	0.9661972279188553	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Medulloblastoma-ETMR	-0.18814186182874923	0.9663964777484101	1	FALSE	FALSE
HALLMARK_IL2_STAT5_SIGNALING	Medulloblastoma-HGAT	-0.3227319878353637	0.680783774400165	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	ETMR-Embryonal Tumor	0.15156226338980944	0.9774513178154649	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	HGAT-Embryonal Tumor	0.5132156160023568	0.023616777769990605	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Medulloblastoma-Embryonal Tumor	0.06432230683978846	0.9981835142823963	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	HGAT-ETMR	0.36165335261254733	0.710257700745835	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Medulloblastoma-ETMR	-0.08723995655002098	0.9977645821271156	1	FALSE	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	Medulloblastoma-HGAT	-0.4488933091625683	0.5508961103027918	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	ETMR-Embryonal Tumor	0.07008248195851152	0.9974270388124215	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	HGAT-Embryonal Tumor	0.47564595574260404	0.03292788861915619	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Medulloblastoma-Embryonal Tumor	0.016048471653139496	0.9999686706799669	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	HGAT-ETMR	0.4055634737840925	0.6071394733870419	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Medulloblastoma-ETMR	-0.05403401030537203	0.9994119240335413	1	FALSE	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	Medulloblastoma-HGAT	-0.45959748408946455	0.5045795150046009	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	ETMR-Embryonal Tumor	-0.12119084410569508	0.9946034875787134	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	HGAT-Embryonal Tumor	0.43646456073778794	0.23125165909583179	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Medulloblastoma-Embryonal Tumor	-0.17296947772246635	0.9846967230719065	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	HGAT-ETMR	0.5576554048434831	0.5908459492580944	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Medulloblastoma-ETMR	-0.051778633616771264	0.9997875380407166	1	FALSE	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	Medulloblastoma-HGAT	-0.6094340384602543	0.5177950864257092	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	ETMR-Embryonal Tumor	0.07365786261774726	0.998168332643404	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	HGAT-Embryonal Tumor	0.4719135064631477	0.09430218934131152	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Medulloblastoma-Embryonal Tumor	-0.05732596917991134	0.9991325506514335	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	HGAT-ETMR	0.39825564384540046	0.7327291139944248	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Medulloblastoma-ETMR	-0.1309838317976586	0.9949682591068525	1	FALSE	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	Medulloblastoma-HGAT	-0.5292394756430591	0.5241616008263734	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	ETMR-Embryonal Tumor	-0.11171322536469207	0.9024196186315077	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	HGAT-Embryonal Tumor	0.019783754882858412	0.9936732471770684	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Medulloblastoma-Embryonal Tumor	-0.1256051669932582	0.867596208839324	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	HGAT-ETMR	0.13149698024755047	0.8086097766660341	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Medulloblastoma-ETMR	-0.013891941628566107	0.9998890552489568	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_DN	Medulloblastoma-HGAT	-0.14538892187611657	0.7573679944140874	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	ETMR-Embryonal Tumor	0.0964789894872915	0.9824750364719594	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	HGAT-Embryonal Tumor	0.35526359357852844	0.02427868949679024	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Medulloblastoma-Embryonal Tumor	0.11536930444456245	0.9707137338851184	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	HGAT-ETMR	0.25878460409123694	0.6910058012895812	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Medulloblastoma-ETMR	0.01889031495727095	0.9999314913910307	1	FALSE	FALSE
HALLMARK_KRAS_SIGNALING_UP	Medulloblastoma-HGAT	-0.239894289133966	0.7386376682654943	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	ETMR-Embryonal Tumor	0.1316425705956275	0.9728857633873345	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	HGAT-Embryonal Tumor	-0.16325228144464932	0.6593922164857386	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Medulloblastoma-Embryonal Tumor	0.09709748145149773	0.9887543516110711	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	HGAT-ETMR	-0.2948948520402768	0.7094874663059587	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Medulloblastoma-ETMR	-0.03454508914412979	0.999740430930469	1	FALSE	FALSE
HALLMARK_MITOTIC_SPINDLE	Medulloblastoma-HGAT	0.26034976289614703	0.7812912594955885	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	ETMR-Embryonal Tumor	0.4574391494255198	0.5624655559395079	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	HGAT-Embryonal Tumor	0.09162706798894066	0.9422352374465326	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Medulloblastoma-Embryonal Tumor	-0.014504623398692573	0.9999740896090157	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	HGAT-ETMR	-0.3658120814365791	0.6557960150457823	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Medulloblastoma-ETMR	-0.47194377282421235	0.7113755450986807	1	FALSE	FALSE
HALLMARK_MTORC1_SIGNALING	Medulloblastoma-HGAT	-0.10613169138763323	0.9868034362208636	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	ETMR-Embryonal Tumor	0.417271046425299	0.765260573199313	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	HGAT-Embryonal Tumor	-0.4244857623226904	0.155789214537295	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	Medulloblastoma-Embryonal Tumor	0.13466206196640074	0.9891532421166638	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	HGAT-ETMR	-0.8417568087479894	0.14362546218743333	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	Medulloblastoma-ETMR	-0.28260898445889826	0.9536781969464936	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V1	Medulloblastoma-HGAT	0.5591478242890912	0.47804544748398115	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	ETMR-Embryonal Tumor	0.47457582951470156	0.7083620175610024	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	HGAT-Embryonal Tumor	-0.3827132546908607	0.25673007379762647	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	Medulloblastoma-Embryonal Tumor	0.2515456173660444	0.9412082080070291	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	HGAT-ETMR	-0.8572890842055623	0.15273046456573414	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	Medulloblastoma-ETMR	-0.22303021214865715	0.9784282989764013	1	FALSE	FALSE
HALLMARK_MYC_TARGETS_V2	Medulloblastoma-HGAT	0.6342588720569051	0.39535900144331515	1	FALSE	FALSE
HALLMARK_MYOGENESIS	ETMR-Embryonal Tumor	-0.09386517428196037	0.9755822563418703	1	FALSE	FALSE
HALLMARK_MYOGENESIS	HGAT-Embryonal Tumor	0.23666504001832944	0.12102930495901754	1	FALSE	FALSE
HALLMARK_MYOGENESIS	Medulloblastoma-Embryonal Tumor	-0.09656008125846591	0.9735218882237502	1	FALSE	FALSE
HALLMARK_MYOGENESIS	HGAT-ETMR	0.33053021430028984	0.37593872832602115	1	FALSE	FALSE
HALLMARK_MYOGENESIS	Medulloblastoma-ETMR	-0.00269490697650554	0.9999996944703694	1	FALSE	FALSE
HALLMARK_MYOGENESIS	Medulloblastoma-HGAT	-0.3332251212767954	0.3687368461340409	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	ETMR-Embryonal Tumor	0.43566358180018605	0.39465739680899603	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	HGAT-Embryonal Tumor	0.21012096041892048	0.3605067765449502	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	Medulloblastoma-Embryonal Tumor	-0.25726528608463983	0.7851477260122519	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	HGAT-ETMR	-0.22554262138126557	0.7997507795864759	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	Medulloblastoma-ETMR	-0.6929288678848259	0.20252040526008752	1	FALSE	FALSE
HALLMARK_NOTCH_SIGNALING	Medulloblastoma-HGAT	-0.4673862465035603	0.24646347347290165	1	FALSE	FALSE
