	feature	weight	abs_val
1367	VASP	0.02266228354991192	0.02266228354991192
2810	TBC1D14	0.02265934900088635	0.02265934900088635
740	RBM3	0.02191034068211604	0.02191034068211604
2217	HCP5	-0.02148796788232584	0.02148796788232584
7089	FOXO3B	-0.021460520265647744	0.021460520265647744
3141	ANTXR2	0.02134190415999156	0.02134190415999156
3548	PHIP	-0.021323294113413386	0.021323294113413386
2255	PNRC1	-0.020879591190984245	0.020879591190984245
7867	SNAP29	-0.020745733349691618	0.020745733349691618
5182	HIST2H2BE	0.02057681482899961	0.02057681482899961
7620	KLHL2	-0.02047392701805897	0.02047392701805897
2579	LPIN2	0.020285024893323886	0.020285024893323886
5939	SLC4A11	-0.02026323953619613	0.02026323953619613
52	LOC96610	-0.020047536063310625	0.020047536063310625
5309	IPO8	0.01972875845978276	0.01972875845978276
780	CAV1	-0.019613362502842114	0.019613362502842114
5102	MMS19	0.019546223547082468	0.019546223547082468
794	PPA1	0.01917216629254953	0.01917216629254953
6343	DDB2	-0.018940564083783026	0.018940564083783026
6675	SSX2IP	-0.0185862095696446	0.0185862095696446
2665	DLG3	0.01850301016996172	0.01850301016996172
2022	TNFRSF10B	0.01848689095226859	0.01848689095226859
7281	FAM125B	0.01814849386419452	0.01814849386419452
976	EPHB4	0.01765519394914485	0.01765519394914485
4323	FGD6	0.01733594856896972	0.01733594856896972
1112	PYCR1	0.017244819338420384	0.017244819338420384
1503	FMOD	-0.01714278582803693	0.01714278582803693
4217	DCAF6	-0.016840207083927784	0.016840207083927784
2517	RNF167	-0.016785873311362668	0.016785873311362668
2652	CEACAM1	0.0162971530071943	0.0162971530071943
2080	EPB41L2	0.01616902160115145	0.01616902160115145
5082	DYSF	-0.015779862859568988	0.015779862859568988
908	TRIM2	0.014813555720757791	0.014813555720757791
1312	PPP2R4	0.014810410527954803	0.014810410527954803
2512	TRIB2	0.014642382626089185	0.014642382626089185
142	GSN	-0.01438398566374325	0.01438398566374325
5649	MRAS	-0.01420175084457078	0.01420175084457078
7346	NINL	-0.013911009176243048	0.013911009176243048
6893	UROS	0.013855607237150094	0.013855607237150094
4848	TRANK1	0.013835531561770332	0.013835531561770332
5387	POLR2G	-0.01335858955140215	0.01335858955140215
4031	UBAP1	0.012430710284211352	0.012430710284211352
2073	NRD1	-0.011806369001783976	0.011806369001783976
6781	CISH	0.011080308316674154	0.011080308316674154
3912	UBE2R2	0.011026299845120277	0.011026299845120277
6436	FAM105B	-0.0109140779750041	0.0109140779750041
4420	LPCAT4	0.010909952269142192	0.010909952269142192
4922	DGCR6L	-0.0107572199571236	0.0107572199571236
1617	C17orf28	0.010409065935555184	0.010409065935555184
75	TACSTD2	-0.009650419351711969	0.009650419351711969
1866	MFSD10	0.00956454822859206	0.00956454822859206
7645	FAM111B	-0.009355459867630709	0.009355459867630709
6533	APLNR	-0.009351407016642041	0.009351407016642041
1418	EIF3M	0.009311548918457379	0.009311548918457379
3791	LRRC58	-0.009308380121241229	0.009308380121241229
7179	COPS7B	0.00919313746205075	0.00919313746205075
3908	LRG1	0.009151267928342649	0.009151267928342649
7851	LOC25845	-0.008913633923325554	0.008913633923325554
374	PTTG1IP	0.008890402669507939	0.008890402669507939
2262	TPD52L1	-0.008814053472196827	0.008814053472196827
4056	ACE	0.0084626876304255	0.0084626876304255
1243	NRP1	0.008370325180329692	0.008370325180329692
6276	ZFYVE16	0.008154389888699288	0.008154389888699288
689	PEA15	-0.007807403139645005	0.007807403139645005
1458	AKR1B1	-0.00776267960187035	0.00776267960187035
1769	LIMK2	-0.0077049152556603485	0.0077049152556603485
4440	ANK3	-0.007314237793900522	0.007314237793900522
6020	KDM2B	-0.007067845769505895	0.007067845769505895
568	ANXA11	0.006981312616693233	0.006981312616693233
6614	UPK3BL	-0.006526947264952024	0.006526947264952024
32	HLA-C	-0.006317398147507721	0.006317398147507721
5730	CARS	0.0053362776311999685	0.0053362776311999685
4344	COG4	-0.004591769514610607	0.004591769514610607
3516	UNC13D	0.004355361772280924	0.004355361772280924
4170	URB1	0.003614073806355943	0.003614073806355943
614	GOLM1	0.0031843696372326072	0.0031843696372326072
3163	NIPBL	-0.0031658542881301717	0.0031658542881301717
1732	MUC20	-0.002896043087798027	0.002896043087798027
754	DUSP6	0.002809419915567117	0.002809419915567117
1886	PIM1	-0.0015163874329130935	0.0015163874329130935
7500	ATP5SL	0.0012284913002879722	0.0012284913002879722
6280	RARRES1	-0.0007241307280354703	0.0007241307280354703
3946	PEPD	-0.0002172671493934339	0.0002172671493934339
