"DiseaseX"	"DiseaseY"	"diff"	"lwr"	"upr"	"p.adj"	"F_Value"	"AOV_P"	"Pathway"	"ClinVar"
"Chordoma"	"Pineoblastoma"	-0.753563489028761	-1.47794538826495	-0.0291815897925733	0.0289945274624744	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Choroid plexus tumor"	0.707787270080662	0.318590537082503	1.09698400307882	3.39390704429121e-09	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Choroid plexus tumor"	0.751446431470994	0.0164890545969032	1.48640380834509	0.0370808243511803	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"Choroid plexus tumor"	0.404534850802104	0.0732940373520984	0.73577566425211	0.00165934191163941	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"Choroid plexus tumor"	0.734975792743417	1.84158693261605e-05	1.46993316961751	0.0499836339779932	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Choroid plexus tumor"	0.626413812464914	0.194929855742248	1.05789776918758	1.92151316040778e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"Choroid plexus tumor"	0.409196210409413	0.0122738617508291	0.806118559067997	0.0330169488203492	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Choroid plexus tumor"	0.684430442556897	0.24290376270806	1.12595712240573	2.25640782647307e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"CNS EFT"	0.891017354169586	0.374081022421586	1.40795368591759	3.75868611790509e-08	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"CNS EFT"	0.934676515559918	0.124792931378659	1.74456009974118	0.00516280110328693	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"CNS EFT"	0.587764934891028	0.11292859403277	1.06260127574929	0.001239262622586	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Meningioma"	"CNS EFT"	0.542356271294164	0.0141983084064004	1.07051423418193	0.0348996414728101	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"CNS EFT"	0.918205876832341	0.108322292651082	1.7280894610136	0.00716167446483218	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"CNS EFT"	0.809643896553838	0.260164616677257	1.35912317643042	1.21178291582202e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"CNS EFT"	0.592426294498337	0.0696486888482054	1.11520390014847	0.00722137337012063	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"CNS EFT"	0.867660526645821	0.310260416201828	1.42506063708981	1.95055220053586e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"CNS EFT"	0.718139859209995	0.0568726817765043	1.37940703664348	0.0149612285674356	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"CNS Embryonal tumor"	0.933448283425991	0.536076164256359	1.33082040259562	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Ependymoma"	"CNS Embryonal tumor"	0.422296372873224	0.0643493573812964	0.780243388365152	0.003377428657656	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Ganglioglioma"	"CNS Embryonal tumor"	0.438706161701278	0.0569233788037887	0.820488944598768	0.00559839497670733	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"HGAT"	"CNS Embryonal tumor"	0.430977581372561	0.0810209038371129	0.780934258908008	0.00138585615121278	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"CNS Embryonal tumor"	0.977107444816324	0.237788264800974	1.71642662483167	0.000263691562484181	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"CNS Embryonal tumor"	0.630195864147434	0.289386561733392	0.971005166561476	1.52894163996109e-09	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Meningioma"	"CNS Embryonal tumor"	0.584787200550569	0.172922825089376	0.996651576011762	3.73810701100874e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"CNS Embryonal tumor"	0.960636806088746	0.221317626073397	1.6999559861041	0.000402320862679995	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"CNS Embryonal tumor"	0.852074825810243	0.413202510636488	1.290947140984	1.27447497000333e-10	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"CNS Embryonal tumor"	0.634857223754742	0.229915431664113	1.03979901584537	1.51572928752675e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"CNS Embryonal tumor"	0.910091455902227	0.461341733746032	1.35884117805842	1.1208922678918e-11	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"CNS Embryonal tumor"	0.7605707884664	0.187896614120165	1.33324496281263	0.00023289179631214	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"CNS ganglioneuroblastoma"	0.82014452723083	0.0254002888915658	1.61488876557009	0.032548027687743	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"CNS sarcoma"	"Medulloblastoma"	-0.783165535014397	-1.45518572934533	-0.111145340683462	0.00428982283505031	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"DNET"	-0.68872541837447	-1.02910608358907	-0.348344753159867	1.27914345782187e-11	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Dysplasia"	-0.721226609423472	-1.12766541878992	-0.314787800057029	1.05141811923559e-08	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Ependymoma"	-0.511151910552767	-0.770754543469914	-0.251549277635619	5.95831162186755e-11	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Ganglioglioma"	-0.494742121724713	-0.786333538667819	-0.203150704781606	7.2858996835734e-08	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Germinoma"	-0.852805961417658	-1.48399963618503	-0.221612286650289	0.000149009980393799	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"HGAT"	-0.50247070205343	-0.750940292284481	-0.25400111182238	1.32162059074403e-11	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"LGAT"	-0.303252419278557	-0.538663637638861	-0.0678412009182535	0.000495775889127859	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Medulloblastoma"	-1.03129550235584	-1.28213986195634	-0.780451142755343	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Meningioma"	-0.348661082875422	-0.678660666044818	-0.018661499706025	0.0230307892164671	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"Pineoblastoma"	-1.02327167674288	-1.65446535151025	-0.392078001975514	4.42807912448551e-07	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"DNET"	0.732384579764803	0.0220696875535101	1.4426994719761	0.032949842487467	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"DNET"	0.385472999095913	0.113249971468716	0.65769602672311	4.04528497783829e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"DNET"	"Medulloblastoma"	-0.34257008398137	-0.628244422667956	-0.0568957452947834	0.00243230427758134	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"DNET"	0.715913941037226	0.0055990488259331	1.42622883324852	0.0450749265570924	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"DNET"	0.607351960758722	0.219327083741097	0.995376837776348	1.60536756754759e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"DNET"	0.390134358703221	0.0409463704502715	0.739322346956171	0.00928373449648778	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"DNET"	0.665368590850706	0.26620608097054	1.06453110073087	1.49762315326818e-07	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Dysplasia"	0.764885770813805	0.0206541169556689	1.50911742467194	0.0344865990122367	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"Dysplasia"	0.417974190144915	0.0666354856476828	0.769312894642147	0.00285920049537802	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"Dysplasia"	0.748415132086228	0.00418347822809184	1.49264678594436	0.0464428521187502	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Dysplasia"	0.639853151807725	0.19275493699154	1.08695136662391	2.96013362738323e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"Dysplasia"	0.422635549752224	0.00879287475673901	0.836478224747708	0.0376836023461973	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Dysplasia"	0.697869781899708	0.241071995345187	1.15466756845423	3.71837202672864e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"Ependymoma"	0.207899491274209	0.0477748319112715	0.368024150637147	0.000409893713430365	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Ependymoma"	"Medulloblastoma"	-0.520143591803073	-0.702199510546732	-0.338087673059414	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Ependymoma"	0.429778452937019	0.110250934638324	0.749305971235714	0.000167740368630764	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Ependymoma"	0.487795083029002	0.154830762028368	0.820759404029636	1.45167132891144e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Ganglioglioma"	"Medulloblastoma"	-0.536553380631127	-0.761889540549971	-0.311217220712283	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Ganglioglioma"	0.413368664108965	0.0673486323658648	0.759388695852065	0.00262754692669531	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Ganglioglioma"	0.471385294200948	0.112920140417786	0.829850447984111	0.000299215084767157	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Germinoma"	0.89646512280799	0.00928210678957042	1.78364813882641	0.0435570450410599	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Germinoma"	0.77143250380191	0.113321750965472	1.42954325663835	0.00383289542160303	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Germinoma"	0.829449133893893	0.164710713830608	1.49418755395718	0.00103740048382017	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"HGAT"	0.199218282774873	0.0578552155042184	0.340581350045528	4.64636594237344e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"HGAT"	"Medulloblastoma"	-0.52882480030241	-0.694619757408072	-0.363029843196747	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"HGAT"	0.421097244437683	0.110547014680573	0.731647474194792	0.000135419550619464	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"HGAT"	0.479113874529666	0.15475473821394	0.803473010845392	1.12104206351216e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Medulloblastoma"	-1.07495466374617	-1.74697485807711	-0.402934469415237	7.31486727301167e-07	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Langerhans Cell histiocytosis"	"Pineoblastoma"	-1.06693083813321	-1.95411385415163	-0.179747822114795	0.00229300070003147	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"Medulloblastoma"	-0.728043083077283	-0.873539723113969	-0.582546443040596	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"LGAT"	"Pineoblastoma"	-0.720019257464325	-1.31722260188306	-0.122815913045595	0.00217599559110693	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Meningioma"	"Medulloblastoma"	0.682634419480418	0.409411881200617	0.95585695776022	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"Medulloblastoma"	1.0584840250186	0.38646383068766	1.73050421934953	1.2838039219476e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Medulloblastoma"	0.949922044740092	0.637468527115485	1.2623755623647	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"Medulloblastoma"	0.732704442684591	0.470033266817139	0.995375618552043	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Medulloblastoma"	1.00793867483208	0.681756816376886	1.33412053328727	0	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"Medulloblastoma"	0.858418007396249	0.375744202831343	1.34109181196115	9.50771217311797e-09	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Meningioma"	"Pineoblastoma"	-0.674610593867461	-1.31502695667139	-0.0341942310635354	0.0240940760666853	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"MPNST"	"Pineoblastoma"	-1.05046019940564	-1.93764321542406	-0.163277183387218	0.00314387927373416	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Neurofibroma"	"Pineoblastoma"	-0.941898219127135	-1.60000897196357	-0.283787466290697	2.95454029421993e-05	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Other"	"Pineoblastoma"	-0.724680617071634	-1.36066702333716	-0.0886942108061057	0.00653824823369842	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Schwannoma"	"Pineoblastoma"	0.999914849219118	0.335176429155833	1.6646532692824	6.23595427318158e-06	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Teratoma"	"Pineoblastoma"	0.850394181783291	0.0964335966489545	1.60435476691763	0.00785685043495943	19.4407757443816	7.16305230434221e-86	"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"short_histology"
"Craniopharyngioma"	"ATRT"	0.398911752149777	0.112291170821146	0.685532333478408	6.63138079113335e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"ATRT"	"Medulloblastoma"	-0.364048273833409	-0.600329128856887	-0.127767418809931	2.78496740924172e-06	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Chordoma"	"CNS Embryonal tumor"	-0.486594641993542	-0.953978775520869	-0.0192105084662144	0.02866488772007	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Chordoma"	"Medulloblastoma"	-0.613217450592528	-0.994594305333208	-0.231840595851848	6.03273568322571e-07	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Choroid plexus tumor"	0.497648566274343	0.156448186246626	0.83884894630206	1.66585753469395e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Meningioma"	"Choroid plexus tumor"	0.355819680648367	0.00165704685907891	0.709982314437656	0.0470234902740235	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Schwannoma"	"Choroid plexus tumor"	0.407621605178901	0.0205446896141643	0.794698520743638	0.0242033393350459	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"CNS EFT"	0.574560594108438	0.121373663468437	1.02774752474844	0.000721676387019365	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"CNS Embryonal tumor"	0.636337217384199	0.287969652660219	0.98470478210818	2.75411382588686e-09	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Ependymoma"	"CNS Embryonal tumor"	0.34222946287837	0.0284250360662603	0.656033889690481	0.0139687629537236	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"HGAT"	"CNS Embryonal tumor"	0.322720946462223	0.015921476568171	0.629520416356275	0.0246140358483828	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"LGAT"	"CNS Embryonal tumor"	0.424876430612938	0.126096267159709	0.723656594066166	3.57342281512851e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Meningioma"	"CNS Embryonal tumor"	0.494508331758224	0.133435718571868	0.855580944944579	0.000103524648182973	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Neurofibroma"	"CNS Embryonal tumor"	0.405845719694109	0.0210958283797906	0.790595611008428	0.0236049190068641	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Other"	"CNS Embryonal tumor"	0.374251792146158	0.0192480584660978	0.729255525826218	0.0238118061433549	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Schwannoma"	"CNS Embryonal tumor"	0.546310256288757	0.152901055349368	0.939719457228146	7.06243282424523e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"CNS ganglioneuroblastoma"	0.749982511549694	0.0532473821017326	1.44671764099765	0.0172493207828338	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"DNET"	-0.450039512020597	-0.748443898487683	-0.15163512555351	5.72285673128281e-06	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Dysplasia"	-0.473399562499149	-0.829715698931105	-0.117083426067194	0.000230704432712336	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Ependymoma"	-0.294107754505829	-0.521695782609718	-0.0665197264019396	0.000459301519322497	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Ganglioglioma"	-0.361987387124352	-0.617619292118475	-0.106355482130228	4.04276866167175e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Germinoma"	-0.766627019363399	-1.31998089785738	-0.213273140869418	7.53822785226621e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"HGAT"	-0.313616270921976	-0.5314442006661	-0.0957883411778518	2.47329491532833e-05	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"LGAT"	-0.211460786771262	-0.417840723592837	-0.00508084994968591	0.0359953971485893	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Medulloblastoma"	-0.762960025983185	-0.982869864804736	-0.543050187161635	0	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Craniopharyngioma"	"Pineoblastoma"	-0.733131705981097	-1.28648558447508	-0.179777827487115	0.000247738896540284	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"DNET"	"Medulloblastoma"	-0.312920513962589	-0.563365044093039	-0.0624759838321388	0.00100661709143079	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Schwannoma"	"DNET"	0.360012550925155	0.0100753892877407	0.709949712562569	0.0339983895463165	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Ependymoma"	"Medulloblastoma"	-0.468852271477357	-0.628456768111005	-0.309247774843708	0	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Ganglioglioma"	"Medulloblastoma"	-0.400972638858834	-0.598519989284974	-0.203425288432694	1.06727959803266e-11	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"LGAT"	"Germinoma"	0.555166232592138	0.0316109434719221	1.07872152171235	0.0217979332216529	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Meningioma"	"Germinoma"	0.624798133737424	0.0633589235945639	1.18623734388028	0.00994218024686444	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
"Schwannoma"	"Germinoma"	0.676600058267958	0.093838225203726	1.25936189133219	0.00460936494854447	13.1288630079037	2.89029013464789e-58	"HALLMARK_HYPOXIA"	"short_histology"
